"","name","SEQUENCE","START","END","STRAND","GENE","COVERAGE","COVERAGE_MAP","GAPS","perc_coverage","perc_identity","DATABASE","ACCESSION","PRODUCT","RESISTANCE","gene_present"
"27","AVC171","1","4140359","4140580","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,93.24,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"28","AVC171","1","4376370","4377950","+","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"29","AVC171","2","3657","4766","-","EC_custom_Feb_2020_hylF_CP000836.1","1-1110/1110","===============","0/0",100,99.82,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"30","AVC171","2","5199","6152","-","EC_custom_Feb_2020_ompT_HM210637.1","1-954/954","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"ompT_HM210637.1",NA,1
"31","AVC171","2","10434","11621","+","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"32","AVC171","2","40429","41340","+","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"33","AVC171","2","41315","43429","+","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"34","AVC171","2","43599","43910","+","EC_custom_Feb_2020_cvaC_X57525.1","1-312/312","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"35","AVC171","2","43888","44124","-","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
"36","AVC171","2","56417","57430","+","EC_custom_Feb_2020_intI1_HQ730118.1","1-1014/1014","========/======","2/2",99.9,99.8,"EC_custom_Feb_2020",NA,"intI1_HQ730118.1",NA,1
"37","AVC171","2","62233","63927","-","EC_custom_Feb_2020_merA_CP022086.1","1-1695/1695","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"merA_CP022086.1",NA,1
"38","AVC171","2","80861","81592","-","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,99.04,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"39","AVC171","2","127264","129465","-","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"40","AVC171","2","129547","130824","-","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"41","AVC171","2","141103","142017","-","EC_custom_Feb_2020_sitA_(gi:88770314)|VFG012575","1-915/915","===============","0/0",100,99.89,"EC_custom_Feb_2020",NA,"sitA_(gi:88770314)|VFG012575",NA,1
"42","ESC_BA8511AA_AS","NODE_10_length_175988_cov_7.42157_ID_19","214","435","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,90.54,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"43","ESC_BA8511AA_AS","NODE_15_length_95940_cov_4.97761_ID_29","71860","73017","+","EC_custom_Feb_2020_terA_CP019559.1","1-1158/1158","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"terA_CP019559.1",NA,1
"44","ESC_BA8511AA_AS","NODE_17_length_94233_cov_5.21824_ID_33","9068","9982","-","EC_custom_Feb_2020_sitA_(gi:91210366)|VFG012573","1-915/915","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"sitA_(gi:91210366)|VFG012573",NA,1
"45","ESC_BA8511AA_AS","NODE_1_length_687543_cov_5.87334_ID_1","190","411","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"46","ESC_BA8511AA_AS","NODE_20_length_68495_cov_5.41302_ID_39","17596","23721","+","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550","1-6126/6126","===============","0/0",100,99.98,"EC_custom_Feb_2020",NA,"irp2_(gi:117624162)|VFG012550",NA,1
"47","ESC_BA8511AA_AS","NODE_20_length_68495_cov_5.41302_ID_39","36909","38930","+","EC_custom_Feb_2020_fyuA_Z35106.1","1-2022/2022","===============","0/0",100,99.75,"EC_custom_Feb_2020",NA,"fyuA_Z35106.1",NA,1
"48","ESC_BA8511AA_AS","NODE_22_length_62475_cov_3.191_ID_43","29536","30267","-","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,98.77,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"49","ESC_BA8511AA_AS","NODE_23_length_58323_cov_7.08217_ID_45","5822","6724","+","EC_custom_Feb_2020_fimH_CP015076.1","1-903/903","===============","0/0",100,98.67,"EC_custom_Feb_2020",NA,"fimH_CP015076.1",NA,1
"50","ESC_BA8511AA_AS","NODE_36_length_29499_cov_7.04811_ID_71","29089","29310","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.05,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"51","ESC_BA8511AA_AS","NODE_39_length_20510_cov_7.26282_ID_77","3949","6273","+","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.74,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"52","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","5929","6684","-","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"53","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","7035","8045","-","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"54","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","8089","8619","-","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"55","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","8664","9203","-","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"56","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","9212","9751","-","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"57","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","9758","10339","-","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"58","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","10376","11110","-","EC_custom_Feb_2020_papD_CU928161","1-735/735","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papD_CU928161",NA,1
"59","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","11181","13712","-","EC_custom_Feb_2020_papC_CU928161","1-2532/2532","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papC_CU928161",NA,1
"60","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","13750","14337","-","EC_custom_Feb_2020_papH_CU928161","1-588/588","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papH_CU928161",NA,1
"61","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","14400","14981","-","EC_custom_Feb_2020_papA_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papA_CU928161",NA,1
"62","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","15155","15469","-","EC_custom_Feb_2020_papB_CU928161","1-315/315","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papB_CU928161",NA,1
"63","ESC_BA8511AA_AS","NODE_43_length_16599_cov_6.96614_ID_85","15773","16078","-","EC_custom_Feb_2020_papI_DQ095216.1","1-306/306","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papI_DQ095216.1",NA,1
"64","ESC_BA8511AA_AS","NODE_45_length_12690_cov_3.66876_ID_89","821","3022","-","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"65","ESC_BA8511AA_AS","NODE_45_length_12690_cov_3.66876_ID_89","3104","4381","-","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"66","ESC_BA8511AA_AS","NODE_46_length_11945_cov_3.23524_ID_91","1117","2028","+","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"67","ESC_BA8511AA_AS","NODE_46_length_11945_cov_3.23524_ID_91","2003","4117","+","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"68","ESC_BA8511AA_AS","NODE_46_length_11945_cov_3.23524_ID_91","4287","4598","+","EC_custom_Feb_2020_cvaC_X57525.1","1-312/312","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"69","ESC_BA8511AA_AS","NODE_46_length_11945_cov_3.23524_ID_91","4576","4812","-","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
"70","ESC_BA8511AA_AS","NODE_47_length_11074_cov_3.52399_ID_93","5741","6850","-","EC_custom_Feb_2020_hylF_CP000836.1","1-1110/1110","===============","0/0",100,99.82,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"71","ESC_BA8511AA_AS","NODE_47_length_11074_cov_3.52399_ID_93","7283","8236","-","EC_custom_Feb_2020_ompT_HM210637.1","1-954/954","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"ompT_HM210637.1",NA,1
"72","ESC_BA8511AA_AS","NODE_4_length_359486_cov_7.10776_ID_7","2079","2300","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.5,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"73","ESC_BA8511AA_AS","NODE_4_length_359486_cov_7.10776_ID_7","18214","19389","+","EC_custom_Feb_2020_neuC_CP007275.1","1-1176/1176","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"neuC_CP007275.1",NA,1
"74","ESC_BA8511AA_AS","NODE_4_length_359486_cov_7.10776_ID_7","22352","23795","+","EC_custom_Feb_2020_kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102","1-1444/1444","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"kpsMT(II)_K2:CP000468.1:|APEC-O1|3376659-3378102",NA,1
"75","ESC_BA8511AA_AS","NODE_55_length_6423_cov_3.30597_ID_109","1500","2687","+","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"76","ESC_BA8511AA_AS","NODE_56_length_6344_cov_4.91942_ID_111","1918","3612","+","EC_custom_Feb_2020_merA_CP022086.1","1-1695/1695","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"merA_CP022086.1",NA,1
"77","ESC_BA8511AA_AS","NODE_64_length_4889_cov_6.92604_ID_127","3655","3876","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,93.24,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"78","ESC_BA8511AA_AS","NODE_6_length_273573_cov_6.68982_ID_11","164539","166119","+","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"79","ESC_BA8511AA_AS","NODE_88_length_1718_cov_9.3984_ID_175","567","1580","+","EC_custom_Feb_2020_intI1_HQ730118.1","1-1014/1014","========/======","2/2",99.9,99.61,"EC_custom_Feb_2020",NA,"intI1_HQ730118.1",NA,1
"80","ESC_BA8511AA_AS","NODE_8_length_203929_cov_7.46831_ID_15","70902","71638","-","EC_custom_Feb_2020_gimB-marker_CP002167.1","1-737/737","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"gimB-marker_CP002167.1",NA,1
"81","ESC_BA8511AA_AS","NODE_9_length_195740_cov_6.73687_ID_17","34146","35186","-","EC_custom_Feb_2020_usp_AB056439","1-1041/1041","===============","0/0",100,99.9,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"82","ESC_GA5350AA_AS","NODE_106_length_10468_cov_8.267_ID_211","149","1729","+","EC_custom_Feb_2020_malX_AF081286.1:c2588-1008","1-1581/1581","===============","0/0",100,98.8,"EC_custom_Feb_2020",NA,"malX_AF081286.1:c2588-1008",NA,1
"83","ESC_GA5350AA_AS","NODE_112_length_9184_cov_9.71205_ID_223","8587","8808","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,98.65,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"84","ESC_GA5350AA_AS","NODE_114_length_8832_cov_8.62447_ID_227","4519","5796","+","EC_custom_Feb_2020_iucD_AY545598.5","1-1278/1278","===============","0/0",100,99.92,"EC_custom_Feb_2020",NA,"iucD_AY545598.5",NA,1
"85","ESC_GA5350AA_AS","NODE_114_length_8832_cov_8.62447_ID_227","5878","8079","+","EC_custom_Feb_2020_iutA_KU578032.1","1-2202/2202","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"iutA_KU578032.1",NA,1
"86","ESC_GA5350AA_AS","NODE_121_length_7630_cov_10.0489_ID_241","5124","5345","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.5,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"87","ESC_GA5350AA_AS","NODE_131_length_6256_cov_7.20101_ID_261","2771","4465","-","EC_custom_Feb_2020_merA_CP022086.1","1-1695/1695","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"merA_CP022086.1",NA,1
"88","ESC_GA5350AA_AS","NODE_132_length_6095_cov_11.0159_ID_263","167","472","-","EC_custom_Feb_2020_papI_DQ095216.1","1-306/306","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papI_DQ095216.1",NA,1
"89","ESC_GA5350AA_AS","NODE_146_length_5103_cov_10.4542_ID_291","3693","3914","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,93.24,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"90","ESC_GA5350AA_AS","NODE_159_length_4420_cov_9.73352_ID_317","383","604","+","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.95,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"91","ESC_GA5350AA_AS","NODE_160_length_4245_cov_12.5311_ID_319","1483","2397","-","EC_custom_Feb_2020_sitA_(gi:91210366)|VFG012573","1-915/915","===============","0/0",100,99.34,"EC_custom_Feb_2020",NA,"sitA_(gi:91210366)|VFG012573",NA,1
"92","ESC_GA5350AA_AS","NODE_218_length_1134_cov_22.2383_ID_435","780","1001","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,90.54,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"93","ESC_GA5350AA_AS","NODE_30_length_52899_cov_9.40899_ID_59","1042","2082","-","EC_custom_Feb_2020_usp_AB056439","1-1041/1041","===============","0/0",100,99.9,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"94","ESC_GA5350AA_AS","NODE_47_length_39490_cov_8.65447_ID_93","586","2607","-","EC_custom_Feb_2020_fyuA_Z35106.1","1-2022/2022","===============","0/0",100,99.75,"EC_custom_Feb_2020",NA,"fyuA_Z35106.1",NA,1
"95","ESC_GA5350AA_AS","NODE_47_length_39490_cov_8.65447_ID_93","15795","21920","-","EC_custom_Feb_2020_irp2_(gi:117624162)|VFG012550","1-6126/6126","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"irp2_(gi:117624162)|VFG012550",NA,1
"96","ESC_GA5350AA_AS","NODE_62_length_27628_cov_9.415_ID_123","27031","27252","-","EC_custom_Feb_2020_yeeT_|VFG1529","1-222/222","===============","0/0",100,95.05,"EC_custom_Feb_2020",NA,"yeeT_|VFG1529",NA,1
"97","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","6913","7668","-","EC_custom_Feb_2020_tia_CU928161","1-756/756","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"tia_CU928161",NA,1
"98","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","8019","9029","-","EC_custom_Feb_2020_papGII_DQ095216.1","1-1011/1011","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papGII_DQ095216.1",NA,1
"99","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","9073","9603","-","EC_custom_Feb_2020_papF_CU928161","1-531/531","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papF_CU928161",NA,1
"100","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","9648","10187","-","EC_custom_Feb_2020_papE_CU928161","1-540/540","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papE_CU928161",NA,1
"101","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","10196","10735","-","EC_custom_Feb_2020_papK_CU928161","1-540/540","===============","0/0",100,99.81,"EC_custom_Feb_2020",NA,"papK_CU928161",NA,1
"102","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","10742","11323","-","EC_custom_Feb_2020_papJ_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papJ_CU928161",NA,1
"103","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","11360","12094","-","EC_custom_Feb_2020_papD_CU928161","1-735/735","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papD_CU928161",NA,1
"104","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","12165","14696","-","EC_custom_Feb_2020_papC_CU928161","1-2532/2532","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papC_CU928161",NA,1
"105","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","14734","15321","-","EC_custom_Feb_2020_papH_CU928161","1-588/588","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papH_CU928161",NA,1
"106","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","15384","15965","-","EC_custom_Feb_2020_papA_CU928161","1-582/582","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papA_CU928161",NA,1
"107","ESC_GA5350AA_AS","NODE_80_length_16638_cov_9.32645_ID_159","16139","16453","-","EC_custom_Feb_2020_papB_CU928161","1-315/315","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"papB_CU928161",NA,1
"108","ESC_GA5350AA_AS","NODE_82_length_16277_cov_9.65709_ID_163","5159","7483","-","EC_custom_Feb_2020_fecA_NC_000913.3","1-2325/2325","===============","0/0",100,99.78,"EC_custom_Feb_2020",NA,"fecA_NC_000913.3",NA,1
"109","ESC_GA5350AA_AS","NODE_84_length_14948_cov_8.26145_ID_167","160","891","+","EC_custom_Feb_2020_traT_CP018978.1","1-732/732","===============","0/0",100,99.04,"EC_custom_Feb_2020",NA,"traT_CP018978.1",NA,1
"110","ESC_GA5350AA_AS","NODE_88_length_14112_cov_7.54201_ID_175","1142","2251","-","EC_custom_Feb_2020_hylF_CP000836.1","1-1110/1110","===============","0/0",100,99.82,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"111","ESC_GA5350AA_AS","NODE_88_length_14112_cov_7.54201_ID_175","2684","3637","-","EC_custom_Feb_2020_ompT_HM210637.1","1-954/954","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"ompT_HM210637.1",NA,1
"112","ESC_GA5350AA_AS","NODE_88_length_14112_cov_7.54201_ID_175","7919","9106","+","EC_custom_Feb_2020_etsA_KU578032","1-1188/1188","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"etsA_KU578032",NA,1
"113","ESC_GA5350AA_AS","NODE_91_length_13647_cov_10.0949_ID_181","5891","6793","+","EC_custom_Feb_2020_fimH_CP015076.1","1-903/903","===============","0/0",100,98.67,"EC_custom_Feb_2020",NA,"fimH_CP015076.1",NA,1
"114","ESC_GA5350AA_AS","NODE_94_length_12382_cov_7.85027_ID_187","2925","3938","-","EC_custom_Feb_2020_intI1_HQ730118.1","1-1014/1014","========/======","2/2",99.9,99.8,"EC_custom_Feb_2020",NA,"intI1_HQ730118.1",NA,1
"115","ESC_GA5350AA_AS","NODE_97_length_11771_cov_6.92331_ID_193","4199","5110","+","EC_custom_Feb_2020_cvaA_AY545598.5","1-912/912","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvaA_AY545598.5",NA,1
"116","ESC_GA5350AA_AS","NODE_97_length_11771_cov_6.92331_ID_193","5085","7199","+","EC_custom_Feb_2020_cvaB_AY545598.5","1-2115/2115","===============","0/0",100,99.91,"EC_custom_Feb_2020",NA,"cvaB_AY545598.5",NA,1
"117","ESC_GA5350AA_AS","NODE_97_length_11771_cov_6.92331_ID_193","7369","7680","+","EC_custom_Feb_2020_cvaC_X57525.1","1-312/312","===============","0/0",100,99.68,"EC_custom_Feb_2020",NA,"cvaC_X57525.1",NA,1
"118","ESC_GA5350AA_AS","NODE_97_length_11771_cov_6.92331_ID_193","7658","7894","-","EC_custom_Feb_2020_cvi_AY545598.5","1-237/237","===============","0/0",100,100,"EC_custom_Feb_2020",NA,"cvi_AY545598.5",NA,1
