"","name","SEQUENCE","START","END","STRAND","GENE","COVERAGE","COVERAGE_MAP","GAPS","perc_coverage","perc_identity","DATABASE","ACCESSION","PRODUCT","RESISTANCE","gene_present"
"42","ESC_NA3973AA_AS","NODE_84_length_16861_cov_9.82449","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"43","ESC_NA3974AA_AS","NODE_29_length_54465_cov_18.6426","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"44","ESC_NA3974AA_AS","NODE_29_length_54465_cov_18.6426","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"45","ESC_NA3975AA_AS","NODE_34_length_52743_cov_15.8038","221","467","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"46","ESC_NA3980AA_AS","NODE_70_length_16051_cov_23.3972","2293","2541","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"47","ESC_NA3982AA_AS","NODE_32_length_53836_cov_21.614","221","467","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"48","ESC_NA3982AA_AS","NODE_51_length_14299_cov_21.9388","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"49","ESC_NA3992AA_AS","NODE_46_length_14299_cov_20.4785","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"50","ESC_NA3992AA_AS","NODE_6_length_250737_cov_20.6604","221","467","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"51","ESC_NA3999AA_AS","NODE_219_length_2663_cov_9.60726","2","225","-","EC_custom_Feb_2020_usp_AB056439","793-1016/1041","...........====","0/0",21.52,86.61,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"52","ESC_NA4000AA_AS","NODE_91_length_16272_cov_11.6072","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"53","ESC_NA4003AA_AS","NODE_90_length_16622_cov_7.28942","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"54","ESC_NA4003AA_AS","NODE_90_length_16622_cov_7.28942","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"55","ESC_NA4004AA_AS","NODE_5_length_221401_cov_22.5985","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"56","ESC_NA4004AA_AS","NODE_5_length_221401_cov_22.5985","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"57","ESC_NA4035AA_AS","NODE_4_length_357772_cov_40.0527","101157","101405","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"58","ESC_NA4035AA_AS","NODE_4_length_357772_cov_40.0527","101856","102102","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"59","ESC_NA4045AA_AS","NODE_68_length_14567_cov_22.2078","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"60","ESC_NA4045AA_AS","NODE_68_length_14567_cov_22.2078","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"61","ESC_NA4046AA_AS","NODE_39_length_21952_cov_16.4453","221","467","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"62","ESC_NA4046AA_AS","NODE_44_length_14299_cov_14.3161","541","789","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"63","ESC_NA4048AA_AS","NODE_168_length_2202_cov_10.9258","1","89","-","EC_custom_Feb_2020_hylF_CP000836.1","1-89/1110","==.............","0/0",8.02,88.76,"EC_custom_Feb_2020",NA,"hylF_CP000836.1",NA,1
"64","ESC_NA4048AA_AS","NODE_33_length_52614_cov_21.7592","52148","52394","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"65","ESC_NA4048AA_AS","NODE_87_length_14299_cov_21.0857","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"66","ESC_NA4052AA_AS","NODE_97_length_14299_cov_12.3331","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"67","ESC_NA4053AA_AS","NODE_111_length_14299_cov_19.5581","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"68","ESC_NA4053AA_AS","NODE_25_length_52622_cov_19.9616","52158","52404","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"69","ESC_NA4055AA_AS","NODE_5_length_299194_cov_16.6858","284739","284985","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"70","ESC_NA4055AA_AS","NODE_5_length_299194_cov_16.6858","285436","285684","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"71","ESC_NA4056AA_AS","NODE_4_length_235281_cov_13.5595","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"72","ESC_NA4056AA_AS","NODE_4_length_235281_cov_13.5595","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"73","ESC_NA4061AA_AS","NODE_4_length_299194_cov_10.3318","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"74","ESC_NA4061AA_AS","NODE_4_length_299194_cov_10.3318","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"75","ESC_NA4063AA_AS","NODE_19_length_104860_cov_13.5692","90405","90651","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"76","ESC_NA4063AA_AS","NODE_19_length_104860_cov_13.5692","91102","91350","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"77","ESC_NA4066AA_AS","NODE_6_length_264727_cov_17.1854","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"78","ESC_NA4066AA_AS","NODE_6_length_264727_cov_17.1854","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"79","ESC_NA4067AA_AS","NODE_32_length_66775_cov_20.943","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"80","ESC_NA4067AA_AS","NODE_32_length_66775_cov_20.943","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"81","ESC_NA4068AA_AS","NODE_5_length_264727_cov_25.5005","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"82","ESC_NA4068AA_AS","NODE_5_length_264727_cov_25.5005","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"83","ESC_NA4069AA_AS","NODE_76_length_16024_cov_7.99654","2266","2514","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"84","ESC_NA4070AA_AS","NODE_33_length_54507_cov_14.4883","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"85","ESC_NA4070AA_AS","NODE_33_length_54507_cov_14.4883","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"86","ESC_NA4071AA_AS","NODE_33_length_54522_cov_18.4243","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"87","ESC_NA4071AA_AS","NODE_33_length_54522_cov_18.4243","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"88","ESC_NA4072AA_AS","NODE_26_length_66765_cov_18.3985","13511","13759","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"89","ESC_NA4072AA_AS","NODE_26_length_66765_cov_18.3985","14210","14456","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"90","ESC_SA8243AA_AS","NODE_10_length_191864_cov_2.297216","100919","101167","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"91","ESC_SA8243AA_AS","NODE_10_length_191864_cov_2.297216","101618","101864","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"92","ESC_SA8250AA_AS","NODE_9_length_191692_cov_2.636551","100735","100983","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"93","ESC_SA8250AA_AS","NODE_9_length_191692_cov_2.636551","101434","101680","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"94","ESC_SA8273AA_AS","NODE_10_length_191220_cov_3.696213","100757","101005","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"95","ESC_SA8273AA_AS","NODE_10_length_191220_cov_3.696213","101456","101702","-","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"96","ESC_SA8291AA_AS","NODE_30_length_66585_cov_5.880814","52149","52395","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"97","ESC_SA8291AA_AS","NODE_30_length_66585_cov_5.880814","52846","53094","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"98","ESC_SA8296AA_AS","NODE_184_length_472_cov_2.452055","22","270","-","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"99","ESC_SA8296AA_AS","NODE_32_length_52700_cov_8.172837","52125","52371","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"100","ESC_SA8312AA_AS","NODE_4_length_375624_cov_4.923652","273949","274195","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"101","ESC_SA8312AA_AS","NODE_4_length_375624_cov_4.923652","274646","274894","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"102","ESC_VA0598AA_AS","NODE_6_length_271254_cov_8.509215","237467","237713","+","EC_custom_Feb_2020_usp_AB056439","793-1040/1041","......../..====","1/1",23.73,83.87,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"103","ESC_VA0598AA_AS","NODE_6_length_271254_cov_8.509215","238164","238412","+","EC_custom_Feb_2020_usp_AB056439","793-1041/1041","...........====","0/0",23.92,86.34,"EC_custom_Feb_2020",NA,"usp_AB056439",NA,1
"104","AVC171","1","128160","128411","-","ISfinder_Feb_2020_IS21:X14793","250-501/2131",".===..../......","2/4",11.73,86.61,"ISfinder_Feb_2020",NA,"IS21:X14793",NA,1
"105","AVC171","1","143087","143524","-","ISfinder_Feb_2020_ISEc23:[]","2081-2532/2532","......../...===","3/14",17.3,83.19,"ISfinder_Feb_2020",NA,"ISEc23:[]",NA,1
"106","AVC171","1","143529","144287","+","ISfinder_Feb_2020_IS911:X17613","6-789/1250","========/=.....","6/27",60.64,85.1,"ISfinder_Feb_2020",NA,"IS911:X17613",NA,1
"107","AVC171","1","146154","146338","+","ISfinder_Feb_2020_ISCro3:[]","579-763/1430","......===......","0/0",12.94,77.3,"ISfinder_Feb_2020",NA,"ISCro3:[]",NA,1
"108","AVC171","1","672726","672887","-","ISfinder_Feb_2020_ISEc5:L02372","621-783/1291","......==/=.....","1/1",12.55,89.57,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"109","AVC171","1","677433","677587","-","ISfinder_Feb_2020_ISEc1:L02370","1-155/1291","==.............","0/0",12.01,85.81,"ISfinder_Feb_2020",NA,"ISEc1:L02370",NA,1
"110","AVC171","1","1168216","1168319","-","ISfinder_Feb_2020_IS682:NC_002695","1-103/2533","=......./......","1/1",4.07,89.42,"ISfinder_Feb_2020",NA,"IS682:NC_002695",NA,1
"111","AVC171","1","1174280","1174734","-","ISfinder_Feb_2020_ISEc49:NC_004431","2306-2760/2766","......../...===","12/24",16.02,76.02,"ISfinder_Feb_2020",NA,"ISEc49:NC_004431",NA,1
"112","AVC171","1","2078892","2079088","-","ISfinder_Feb_2020_ISEc5:L02372","323-519/1291","...====........","0/0",15.26,84.77,"ISfinder_Feb_2020",NA,"ISEc5:L02372",NA,1
"113","AVC171","1","2488457","2488609","+","ISfinder_Feb_2020_IS102:J01728","859-1021/1057","......../...===","1/10",14.47,76.07,"ISfinder_Feb_2020",NA,"IS102:J01728",NA,1
"114","AVC171","1","2489293","2489404","-","ISfinder_Feb_2020_IS3F:CU928158","1134-1245/1258",".............==","0/0",8.9,87.5,"ISfinder_Feb_2020",NA,"IS3F:CU928158",NA,1
"115","AVC171","1","2489409","2489646","-","ISfinder_Feb_2020_IS3:X02311","1-238/1258","===...../......","3/6",18.68,88.38,"ISfinder_Feb_2020",NA,"IS3:X02311",NA,1
