"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_3601","yfjI","CP4-57 prophage; predicted protein","96","3","13","556","88.0733944954","99.4633273703","1368.61538462","2.94764239814e-97","6.5764849545e-93","1.42967064228e-94"
"shlB","","Hemolysin transporter protein ShlB","95","2","14","557","87.1559633028","99.6422182469","1889.82142857","3.65129761011e-97","8.14641009792e-93","1.66253267305e-94"
"group_7807","","hypothetical protein","95","2","14","557","87.1559633028","99.6422182469","1889.82142857","3.65129761011e-97","8.14641009792e-93","1.66253267305e-94"
"ydeR_1","","putative fimbrial-like adhesin protein","95","2","14","557","87.1559633028","99.6422182469","1889.82142857","3.65129761011e-97","8.14641009792e-93","1.66253267305e-94"
"group_5004","yciC_2","Putative metal chaperone YciC","97","5","12","554","88.9908256881","99.1055456172","895.633333333","3.42789705671e-96","7.64798112322e-92","1.52959622464e-93"
"group_13094","","hypothetical protein","91","1","18","558","83.4862385321","99.8211091234","2821.0","1.09681421408e-92","2.44710219304e-88","4.79823959419e-90"
"group_13005","","hypothetical protein","107","33","2","526","98.1651376147","94.0966010733","852.757575758","3.60697501428e-91","8.04752195435e-87","1.4902818434e-88"
"group_10866","","hypothetical protein","107","33","2","526","98.1651376147","94.0966010733","852.757575758","3.60697501428e-91","8.04752195435e-87","1.4902818434e-88"
"group_10867","","hypothetical protein","107","33","2","526","98.1651376147","94.0966010733","852.757575758","3.60697501428e-91","8.04752195435e-87","1.4902818434e-88"
"group_6514","","putative protein","91","2","18","557","83.4862385321","99.6422182469","1407.97222222","4.94254130466e-91","1.10273039048e-86","2.00496434633e-88"
"papE","","Fimbrial protein PapE","0","517","109","42","0.0","7.51341681574","0.0","8.71249581034e-91","1.94384494024e-86","3.47115167901e-88"
"group_13122","","P fimbrial regulatory protein KS71A","90","2","19","557","82.5688073394","99.6422182469","1319.21052632","1.46621644198e-89","3.2712755037e-85","5.73907983105e-87"
"group_5576","pgaC","UDP-N-acetyl-D-glucosamine beta-1,6-N-acetyl-D-glucosaminyl transferase","93","6","16","553","85.3211009174","98.9266547406","535.71875","1.07261037794e-88","2.39310101422e-84","4.12603623141e-86"
"group_4646","agaR_2","AgaR DNA-binding transcriptional repressor","88","1","21","558","80.7339449541","99.8211091234","2338.28571429","2.56770941211e-88","5.72881646937e-84","9.70985842265e-86"
"prsF","","Minor fimbrial protein PrsF","1","517","108","42","0.917431192661","7.51341681574","0.000752202879862","3.2602043925e-88","7.27384202011e-84","1.21230700335e-85"
"group_13124","papB","Major pilu subunit operon regulatory protein PapB","89","2","20","557","81.6513761468","99.6422182469","1239.325","4.13827636919e-88","9.23290840731e-84","1.51359154218e-85"
"group_8954","cirA_3","outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine","1","516","108","43","0.917431192661","7.69230769231","0.000771604938272","1.14267421795e-87","2.54942044768e-83","3.98346944949e-85"
"insD-1","","IS2 element protein","1","516","108","43","0.917431192661","7.69230769231","0.000771604938272","1.14267421795e-87","2.54942044768e-83","3.98346944949e-85"
"papG","","Fimbrial adhesin PapG","1","516","108","43","0.917431192661","7.69230769231","0.000771604938272","1.14267421795e-87","2.54942044768e-83","3.98346944949e-85"
"dnaB_1","","primosome","107","39","2","520","98.1651376147","93.023255814","713.333333333","1.31018521281e-87","2.92315422829e-83","4.49716035122e-85"
"group_8953","","hypothetical protein","0","510","109","49","0.0","8.7656529517","0.0","4.32299471791e-87","9.64503351513e-83","1.46136871441e-84"
"pgaC","","UDP-N-acetyl-D-glucosamine beta-1,6-N-acetyl-D-glucosaminyl transferase","17","552","92","7","15.5963302752","1.25223613596","0.00234325771897","4.63775389362e-86","1.03472927121e-81","1.54437204658e-83"
"insC-1_2","","IS2 element protein InsA","1","511","108","48","0.917431192661","8.58676207513","0.000869754294412","4.76973089382e-85","1.06417465972e-80","1.54228211554e-82"
"group_239","","hypothetical protein","1","511","108","48","0.917431192661","8.58676207513","0.000869754294412","4.76973089382e-85","1.06417465972e-80","1.54228211554e-82"
"group_5901","","hypothetical protein","84","0","25","559","77.0642201835","100.0","inf","1.13466465267e-84","2.53155030658e-80","3.61650043797e-82"
"group_10631","","hypothetical protein","1","509","108","50","0.917431192661","8.94454382826","0.000909553954741","4.81062852209e-84","1.07329932956e-79","1.51168919657e-81"
"group_6739","","hypothetical protein","86","2","23","557","78.8990825688","99.6422182469","1041.34782609","7.06753064244e-84","1.57683676163e-79","2.19005105783e-81"
"group_5745","","hypothetical protein","0","503","109","56","0.0","10.0178890877","0.0","1.08241606441e-83","2.4149784813e-79","3.30818970041e-81"
"group_5091","","hypothetical protein","1","508","108","51","0.917431192661","9.12343470483","0.000929571303587","1.4968730308e-83","3.33967341901e-79","4.51307218785e-81"
"group_2684","hemR","Hemin receptor","85","2","24","557","77.9816513761","99.6422182469","986.354166667","1.67213467999e-82","3.73069968452e-78","4.97426624603e-80"
"group_7584","","hypothetical protein","1","505","108","54","0.917431192661","9.66010733453","0.000990099009901","4.17283837186e-82","9.31001969146e-78","1.22500259098e-79"
"sfmH","","putative fimbrial-like adhesin protein","105","43","4","516","96.3302752294","92.3076923077","315.0","2.42160516434e-81","5.40284328216e-77","7.01667958722e-79"
"ybgD_2","","putative fimbrial-like adhesin protein","2","506","107","53","1.83486238532","9.48121645796","0.00195781463559","2.37692269082e-80","5.30315221549e-76","6.79891309678e-78"
"group_10934","","hypothetical protein","83","2","26","557","76.1467889908","99.6422182469","889.057692308","8.33062044856e-80","1.85864472828e-75","2.35271484592e-77"
"group_13120","","hypothetical protein","80","0","29","559","73.3944954128","100.0","inf","2.35528406542e-79","5.25487427836e-75","6.48749910909e-77"
"group_10893","","hypothetical protein","80","0","29","559","73.3944954128","100.0","inf","2.35528406542e-79","5.25487427836e-75","6.48749910909e-77"
"ybhA","","pyridoxal phosphatase / fructose 1,6-bisphosphatase","3","508","106","51","2.75229357798","9.12343470483","0.00284133115436","2.9963988201e-79","6.68526540752e-75","8.15276269209e-77"
"group_6243","ybhA","pyridoxal phosphatase / fructose 1,6-bisphosphatase","106","52","3","507","97.247706422","90.6976744186","344.5","9.05154191146e-79","2.01948951587e-74","2.43311989863e-76"
"yedZ1","","Putative protein-methionine-sulfoxide reductase subunit YedZ1","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"group_9210","","hypothetical protein","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"yedW_6","","putative DNA-binding response regulator in two-component system with YedV","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"yadV_1","","putative pilin chaperone similar to PapD","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"yedY_1","","reductase","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"yphA_1","","putative inner membrane protein","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"betI_3","","HTH-type transcriptional regulator BetI","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"group_13116","","hypothetical protein","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"group_13118","","hypothetical protein","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"group_10927","","hypothetical protein","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"group_13179","","IS481 family transposase ISErsp1","79","0","30","559","72.4770642202","100.0","inf","4.62420771511e-78","1.03170698332e-73","1.09756062055e-75"
"insB-1_1","","IS1 protein InsB","0","489","109","70","0.0","12.5223613596","0.0","1.32203917154e-77","2.94960159562e-73","3.04082638724e-75"
"yhdH_1","","putative oxidoreductase, NAD(P)-binding","0","489","109","70","0.0","12.5223613596","0.0","1.32203917154e-77","2.94960159562e-73","3.04082638724e-75"
"adiA_2","","Adi","0","489","109","70","0.0","12.5223613596","0.0","1.32203917154e-77","2.94960159562e-73","3.04082638724e-75"
"group_10935","","hypothetical protein","80","1","29","558","73.3944954128","99.8211091234","1539.31034483","1.81485051762e-77","4.04911298987e-73","4.13174794884e-75"
"insF-1_1","","IS3 element protein InsF","0","488","109","71","0.0","12.7012522361","0.0","3.3516486039e-77","7.47786320016e-73","7.47786320016e-75"
"ydgI_2","","ArcD APC transporter","0","488","109","71","0.0","12.7012522361","0.0","3.3516486039e-77","7.47786320016e-73","7.47786320016e-75"
"hyi_2","","hydroxypyruvate isomerase","109","72","0","487","100.0","87.1198568873","inf","8.4256721848e-77","1.87985172115e-72","1.86123932787e-74"
"group_10892","","hypothetical protein","78","0","31","559","71.5596330275","100.0","inf","8.80091145779e-77","1.96357135535e-72","1.90637995665e-74"
"group_7795","","hypothetical protein","78","0","31","559","71.5596330275","100.0","inf","8.80091145779e-77","1.96357135535e-72","1.90637995665e-74"
"glxR_1","","tartronate semialdehyde reductase 2","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"group_13028","","hypothetical protein","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"glxK_1","","glycerate kinase II","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"group_10872","","hypothetical protein","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"group_10870","","hypothetical protein","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"group_13043","","hypothetical protein","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"dhaR_2","","DhaR DNA-binding transcriptional dual regulator","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"caiT_1","","L-carnitine : gamma-butyrobetaine antiporter","109","73","0","486","100.0","86.9409660107","inf","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"yjhR","","KpLE2 phage-like element; predicted frameshift suppressor","0","486","109","73","0.0","13.0590339893","0.0","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"gntP","","gluconate / fructuronate transporter GntP","0","486","109","73","0.0","13.0590339893","0.0","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"iraD","","inhibitor of sS proteolysis","0","486","109","73","0.0","13.0590339893","0.0","2.10064703786e-76","4.68675360616e-72","4.11118737383e-74"
"group_426","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_5003","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_6864","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_13186","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_13184","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_13185","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_13183","ydiO_1","putative BsuMI modification methylase subunit YdiO","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_10932","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_10933","","hypothetical protein","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"cdiI","","Immunity protein CdiI","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"insN-1","","CP4-6 prophage; partial regulator of insertion element IS911A","77","0","32","559","70.6422018349","100.0","inf","1.62541833486e-75","3.62647084691e-71","2.90117667752e-73"
"group_9245","","hypothetical protein","0","483","109","76","0.0","13.595706619","0.0","3.1023239938e-75","6.92159506257e-71","5.36557756788e-73"
"group_13271","","hypothetical protein","0","483","109","76","0.0","13.595706619","0.0","3.1023239938e-75","6.92159506257e-71","5.36557756788e-73"
"ycfH_2","","putative metallodependent hydrolase","0","483","109","76","0.0","13.595706619","0.0","3.1023239938e-75","6.92159506257e-71","5.36557756788e-73"
"group_12657","","hypothetical protein","0","483","109","76","0.0","13.595706619","0.0","3.1023239938e-75","6.92159506257e-71","5.36557756788e-73"
"group_4999","","hypothetical protein","78","1","31","558","71.5596330275","99.8211091234","1404.0","6.59203184987e-75","1.47074822602e-70","1.13134478925e-72"
"ykfF_1","","CP4-6 prophage; predicted protein","0","482","109","77","0.0","13.7745974955","0.0","7.49392549152e-75","1.67196971641e-70","1.24773859434e-72"
"group_9244","","hypothetical protein","0","482","109","77","0.0","13.7745974955","0.0","7.49392549152e-75","1.67196971641e-70","1.24773859434e-72"
"group_13269","","hypothetical protein","0","482","109","77","0.0","13.7745974955","0.0","7.49392549152e-75","1.67196971641e-70","1.24773859434e-72"
"group_6778","","hypothetical protein","0","482","109","77","0.0","13.7745974955","0.0","7.49392549152e-75","1.67196971641e-70","1.24773859434e-72"
"group_5911","","hypothetical protein","80","3","29","556","73.3944954128","99.4633273703","511.264367816","1.86249382512e-74","4.15540997322e-70","3.07808146164e-72"
"gcl_2","","glyoxylate carboligase","108","72","1","487","99.0825688073","87.1198568873","730.5","2.47947515609e-74","5.53195702074e-70","4.06761545643e-72"
"group_13193","papE","Fimbrial protein PapE","76","0","33","559","69.7247706422","100.0","inf","2.91590198254e-74","6.50566891324e-70","4.74866344032e-72"
"insA-1_2","","IS1 protein InsA","0","480","109","79","0.0","14.1323792487","0.0","4.27550218403e-74","9.53907292279e-70","6.91237168318e-72"
"yihN","","YihN MFS transporter","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"kptA_1","","enzyme with tRNA 2'-phosphotransferase activity","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"dhaL_2","","dihydroxyacetone kinase subunit L","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"gldA_2","","L-1,2-propanediol dehydrogenase / glycerol dehydrogenase","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"group_13031","iraD","inhibitor of sS proteolysis","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"mleN","","Malate-2H(+)/Na(+)-lactate antiporter","108","73","1","486","99.0825688073","86.9409660107","719.01369863","6.13527439254e-74","1.36884106972e-69","9.50584076195e-72"
"group_3190","","hypothetical protein","100","41","9","518","91.7431192661","92.6654740608","140.379403794","1.01190872262e-73","2.25766955103e-69","1.55701348347e-71"
"group_1690","","IS66 family transposase ISEc23","0","478","109","81","0.0","14.4901610018","0.0","2.36934079365e-73","5.28623624471e-69","3.62070975665e-71"
"group_10931","insO-2","hypothetical protein","78","2","31","557","71.5596330275","99.6422182469","700.741935484","2.49979408944e-73","5.57729059296e-69","3.79407523331e-71"
"pagN","","Outer membrane protein PagN","1","484","108","75","0.917431192661","13.4168157424","0.00143480257117","3.66686675958e-73","8.18114642731e-69","5.52780164007e-71"
"group_13026","","hypothetical protein","75","0","34","559","68.8073394495","100.0","inf","5.08567610484e-73","1.13466519575e-68","7.5143390447e-71"
"group_5930","papG","Fimbrial adhesin PapG","75","0","34","559","68.8073394495","100.0","inf","5.08567610484e-73","1.13466519575e-68","7.5143390447e-71"
"group_13192","prsF","Minor fimbrial protein PrsF","75","0","34","559","68.8073394495","100.0","inf","5.08567610484e-73","1.13466519575e-68","7.5143390447e-71"
"dhaM_2","","hypothetical protein","107","72","2","487","98.1651376147","87.1198568873","361.868055556","3.64241119599e-72","8.12658361937e-68","5.34643659169e-70"
"group_392","","IS66 family transposase ISEc8","0","474","109","85","0.0","15.2057245081","0.0","6.69469830217e-72","1.4936541382e-67","9.7624453477e-70"
"group_5067","","hypothetical protein","90","20","19","539","82.5688073394","96.4221824687","127.657894737","8.39596045454e-72","1.87322273701e-67","1.21637840066e-69"
"sasA","","Adaptive-response sensory-kinase SasA","74","0","35","559","67.8899082569","100.0","inf","8.63111887506e-72","1.92568893222e-67","1.22655346001e-69"
"group_13025","","hypothetical protein","74","0","35","559","67.8899082569","100.0","inf","8.63111887506e-72","1.92568893222e-67","1.22655346001e-69"
"group_13024","insD","Qin prophage; predicted transposase","74","0","35","559","67.8899082569","100.0","inf","8.63111887506e-72","1.92568893222e-67","1.22655346001e-69"
"group_3817","","hypothetical protein","0","473","109","86","0.0","15.3846153846","0.0","1.51798391735e-71","3.38677391801e-67","2.14352779621e-69"
"group_6732","","hypothetical protein","73","0","36","559","66.9724770642","100.0","inf","1.42653214741e-70","3.18273587408e-66","1.9892099213e-68"
"cdiA","","tRNA nuclease CdiA","73","0","36","559","66.9724770642","100.0","inf","1.42653214741e-70","3.18273587408e-66","1.9892099213e-68"
"group_13021","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13020","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13022","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"cutC_1","","Choline trimethylamine-lyase","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"pduL","","Phosphate propanoyltransferase","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"mdtJ_1","","Spermidine export protein MdtJ","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13018","eutM_2","putative structural protein, ethanolamine utilization microcompartment","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13014","adhE_2","pyruvate formate-lyase deactivase [multifunctional]","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13015","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13016","adhE_2","pyruvate formate-lyase deactivase [multifunctional]","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13017","eutM_1","putative structural protein, ethanolamine utilization microcompartment","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13010","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13012","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"eutM_3","","putative structural protein, ethanolamine utilization microcompartment","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"emrE_1","","multidrug efflux transporter EmrE","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"pflC_2","","putative pyruvate formate lyase 2 activating enzyme","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
"group_13081","","hypothetical protein","74","1","35","558","67.8899082569","99.8211091234","1179.77142857","6.09699912454e-70","1.36030147468e-65","7.68531906597e-68"
