"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_6806","","hypothetical protein","32","34","7","595","82.0512820513","94.5945945946","80.0","1.67858108031e-29","3.74508224827e-25","1.87254112414e-26"
"group_11017","","hypothetical protein","30","24","9","605","76.9230769231","96.1844197138","84.0277777778","1.97117070451e-29","4.39787895884e-25","1.91212128645e-26"
"group_10991","","hypothetical protein","30","24","9","605","76.9230769231","96.1844197138","84.0277777778","1.97117070451e-29","4.39787895884e-25","1.91212128645e-26"
"group_12206","","hypothetical protein","30","24","9","605","76.9230769231","96.1844197138","84.0277777778","1.97117070451e-29","4.39787895884e-25","1.91212128645e-26"
"ycjN","","YcjN/YcjO/YcjP ABC transporter","12","616","27","13","30.7692307692","2.06677265501","0.00937950937951","3.69963875671e-29","8.2542640301e-25","3.28907186423e-26"
"group_7136","ycjN","YcjN/YcjO/YcjP ABC transporter","27","13","12","616","69.2307692308","97.933227345","106.615384615","3.69963875671e-29","8.2542640301e-25","3.28907186423e-26"
"group_10990","","hypothetical protein","30","25","9","604","76.9230769231","96.0254372019","80.5333333333","4.27515952053e-29","9.53830840626e-25","3.28907186423e-26"
"group_13360","","hypothetical protein","30","25","9","604","76.9230769231","96.0254372019","80.5333333333","4.27515952053e-29","9.53830840626e-25","3.28907186423e-26"
"group_13359","","hypothetical protein","30","25","9","604","76.9230769231","96.0254372019","80.5333333333","4.27515952053e-29","9.53830840626e-25","3.28907186423e-26"
"group_13358","","hypothetical protein","30","25","9","604","76.9230769231","96.0254372019","80.5333333333","4.27515952053e-29","9.53830840626e-25","3.28907186423e-26"
"group_5558","narG_2","nitrate reductase A, alpha subunit","29","21","10","608","74.358974359","96.6613672496","83.9619047619","6.11121150847e-29","1.36347239965e-24","4.54490799885e-26"
"group_13367","","hypothetical protein","30","26","9","603","76.9230769231","95.86645469","77.3076923077","9.07742507884e-29","2.02526430934e-24","6.53311067529e-26"
"group_6260","","hypothetical protein","31","32","8","597","79.4871794872","94.9125596184","72.29296875","1.7014023822e-28","3.79599885493e-24","1.18624964217e-25"
"group_13315","","hypothetical protein","30","27","9","602","76.9230769231","95.7074721781","74.3209876543","1.88912052394e-28","4.21481680096e-24","1.23965200028e-25"
"group_13314","","hypothetical protein","30","27","9","602","76.9230769231","95.7074721781","74.3209876543","1.88912052394e-28","4.21481680096e-24","1.23965200028e-25"
"group_4761","","hypothetical protein","29","23","10","606","74.358974359","96.3434022258","76.4086956522","3.10360579462e-28","6.92445488837e-24","1.97841568239e-25"
"group_11018","","hypothetical protein","30","29","9","600","76.9230769231","95.3895071542","68.9655172414","7.73617026963e-28","1.72601694886e-23","4.66491067259e-25"
"group_13368","","hypothetical protein","30","29","9","600","76.9230769231","95.3895071542","68.9655172414","7.73617026963e-28","1.72601694886e-23","4.66491067259e-25"
"group_1770","yhdJ_2","hypothetical protein","25","10","14","619","64.1025641026","98.4101748808","110.535714286","1.31388055832e-27","2.93139891367e-23","7.71420766755e-25"
"ydfA","","Qin prophage; predicted protein","29","25","10","604","74.358974359","96.0254372019","70.064","1.43436084008e-27","3.20020247031e-23","8.00050617577e-25"
"group_3672","ydaT","Rac prophage; predicted protein","29","25","10","604","74.358974359","96.0254372019","70.064","1.43436084008e-27","3.20020247031e-23","8.00050617577e-25"
"group_13316","","hypothetical protein","29","26","10","603","74.358974359","95.86645469","67.2576923077","2.98654038245e-27","6.66327024728e-23","1.58649291602e-24"
"group_7832","","hypothetical protein","29","26","10","603","74.358974359","95.86645469","67.2576923077","2.98654038245e-27","6.66327024728e-23","1.58649291602e-24"
"group_4770","","hypothetical protein","31","37","8","592","79.4871794872","94.1176470588","62.0","3.81447542773e-27","8.51047612681e-23","1.97918049461e-24"
"group_10994","","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_10996","","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_10992","","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_9270","","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_7829","","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_5975","essD_2","hypothetical protein","29","27","10","602","74.358974359","95.7074721781","64.6592592593","6.09680770904e-27","1.36025876796e-22","2.77603830197e-24"
"group_1697","","hypothetical protein","30","33","9","596","76.9230769231","94.7535771065","60.202020202","1.0630621801e-26","2.37179803003e-22","4.74359606006e-24"
"ydfB_1","","Qin prophage; small protein","24","9","15","620","61.5384615385","98.5691573927","110.222222222","1.19490518476e-26","2.66595295772e-22","5.22735874063e-24"
"group_3262","","hypothetical protein","32","50","7","579","82.0512820513","92.0508744038","52.9371428571","1.18464478969e-25","2.64306099028e-21","5.08280959669e-23"
"group_6795","","hypothetical protein","30","43","9","586","76.9230769231","93.1637519873","45.4263565891","2.97777338184e-24","6.64371019223e-20","1.25353022495e-21"
"group_9220","","hypothetical protein","22","9","17","620","56.4102564103","98.5691573927","89.1503267974","9.32217392842e-24","2.07987022517e-19","3.85161152809e-21"
"group_3125","","hypothetical protein","28","34","11","595","71.7948717949","94.5945945946","44.5454545455","1.4257620049e-23","3.18101760914e-19","5.78366838025e-21"
