"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_15767","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15763","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"ybfL","","putative transposase; receptor protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_16232","ybcQ_2","DLP12 prophage; predicted antitermination protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11752","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_6650","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15869","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15880","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15838","ompT_1","outer membrane protease VII (outer membrane protein 3b)","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15835","iutA","Ferric aerobactin receptor","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15836","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_8784","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11782","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11780","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11781","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11759","xerC_3","Tyrosine recombinase XerC","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"yeeJ_3","","adhesin","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15777","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15776","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15770","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11760","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11762","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11765","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15898","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15899","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15896","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15897","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15894","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15895","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_13363","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"caeA","","Carboxylesterase A","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15790","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15948","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15949","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15940","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15941","lexA_3","LexA repressor","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15943","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15944","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_3241","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_7771","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11743","insO-1","CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15786","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15787","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15785","ydaV","Rac prophage; predicted DNA replication protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15870","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_13631","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15939","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15938","aes_2","Acetyl esterase","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15935","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15936","ylcG","DLP12 prophage; small protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11772","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11771","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11770","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_11776","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"ybcQ_3","","DLP12 prophage; predicted antitermination protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_9718","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15889","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15888","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_16041","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_9712","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_8380","","hypothetical protein","14","2","4","648","77.7777777778","99.6923076923","1134.0","1.03045734159e-23","2.29905337482e-19","2.16891827813e-21"
"group_15771","","hypothetical protein","15","6","3","644","83.3333333333","99.0769230769","536.666666667","2.80886658997e-23","6.26686224888e-19","5.85688060643e-21"
