"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_1881","","IS3 family transposase IS1400","0","450","86","132","0.0","22.6804123711","0.0","1.51764853337e-48","3.38602564281e-44","3.98355957978e-46"
"group_9205","","hypothetical protein","0","450","86","132","0.0","22.6804123711","0.0","1.51764853337e-48","3.38602564281e-44","3.98355957978e-46"
"dltC","","D-alanyl carrier protein","0","449","86","133","0.0","22.852233677","0.0","2.49898517901e-48","5.5754858329e-44","6.33577935556e-46"
"rcsA_1","","Transcriptional regulatory protein RcsA","0","449","86","133","0.0","22.852233677","0.0","2.49898517901e-48","5.5754858329e-44","6.33577935556e-46"
"grsB","","Gramicidin S synthase 2","0","449","86","133","0.0","22.852233677","0.0","2.49898517901e-48","5.5754858329e-44","6.33577935556e-46"
"rtcR","","RtcR DNA-binding transcriptional activator","19","547","67","35","22.0930232558","6.01374570447","0.0181451062785","2.74481823821e-48","6.12396397128e-44","6.8808583947e-46"
"group_2305","dltA_1","D-alanine--D-alanyl carrier protein ligase","0","447","86","135","0.0","23.1958762887","0.0","6.71645436172e-48","1.49850813264e-43","1.66500903627e-45"
"group_21461","","hypothetical protein","0","446","86","136","0.0","23.3676975945","0.0","1.09636240316e-47","2.4460941577e-43","2.6587979975e-45"
"yeeE","","putative transport system permease protein","86","136","0","446","100.0","76.6323024055","inf","1.09636240316e-47","2.4460941577e-43","2.6587979975e-45"
"group_5927","","IS110 family transposase ISEc20","0","444","86","138","0.0","23.7113402062","0.0","2.89672563011e-47","6.46288455334e-43","6.9493382294e-45"
"group_5119","rtcR","RtcR DNA-binding transcriptional activator","67","39","19","543","77.9069767442","93.2989690722","49.0971659919","1.44881976362e-46","3.23246177462e-42","3.43878912193e-44"
"group_13159","intB_2","KpLE2 phage-like element; predicted integrase","0","436","86","146","0.0","25.0859106529","0.0","1.2669300174e-45","2.82664756182e-41","2.97541848612e-43"
"ycjR","","putative enzyme","0","433","86","149","0.0","25.6013745704","0.0","5.00756906867e-45","1.11723873491e-40","1.16379034886e-42"
"paaH","","3-hydroxyadipyl-CoA dehydrogenase (NAD+)","0","432","86","150","0.0","25.7731958763","0.0","7.8785753347e-45","1.75778894292e-40","1.79366218666e-42"
"group_6197","ycjR","putative enzyme","86","150","0","432","100.0","74.2268041237","inf","7.8785753347e-45","1.75778894293e-40","1.79366218666e-42"
"bcsA_2","","cellulose synthase, catalytic subunit","86","154","0","428","100.0","73.5395189003","inf","4.71356446321e-44","1.05164336739e-39","1.05164336739e-41"
"group_4951","ycjS","putative oxidoreductase, NADH-binding","86","154","0","428","100.0","73.5395189003","inf","4.71356446321e-44","1.05164336739e-39","1.05164336739e-41"
"ycjS","","putative oxidoreductase, NADH-binding","0","427","86","155","0.0","26.6323024055","0.0","7.32883248796e-44","1.63513581639e-39","1.61894635286e-41"
"group_3409","insN-1","CP4-6 prophage; partial regulator of insertion element IS911A","52","13","34","569","60.4651162791","97.7663230241","66.9411764706","6.43992410066e-42","1.4368114661e-37","1.40863869225e-39"
"group_1151","COQ5_2","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","68","57","18","525","79.0697674419","90.206185567","34.7953216374","3.30791398035e-41","7.38028688156e-37","7.16532706948e-39"
"group_6751","fepC_2","ferric enterobactin ABC transporter - ATP binding subunit","0","409","86","173","0.0","29.7250859107","0.0","1.42824207347e-40","3.18655089013e-36","3.03481037155e-38"
"fhuA_1","","ferrichrome / phage / antibiotic outer membrane porin FhuA","0","409","86","173","0.0","29.7250859107","0.0","1.42824207347e-40","3.18655089013e-36","3.03481037155e-38"
"fimB_2","","regulator for fimA","34","566","52","16","39.5348837209","2.74914089347","0.018483283501","4.85794983803e-40","1.08385718836e-35","1.02250678147e-37"
"group_13168","","hypothetical protein","0","403","86","179","0.0","30.7560137457","0.0","1.54588169248e-39","3.44901664409e-35","3.22338004121e-37"
"prpR_2","","PrpR DNA-binding transcriptional dual regulator","1","407","85","175","1.16279069767","30.0687285223","0.0050585344703","4.30038294305e-38","9.59458438425e-34","8.88387442986e-36"
"group_12663","fecD_2","ferric dicitrate ABC transporter - membrane subunit","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"yjhV","","KpLE2 phage-like element; predicted protein","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"fecR","","regulator for fec operon, periplasmic","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"fecB","","ferric dicitrate ABC transporter - periplasmic binding protein","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"fecA","","ferric citrate outer membrane porin FecA","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"fecI","","RNA polymerase, sigma 19 factor","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"fecE_2","","ferric dicitrate ABC transporter - ATP binding subunit","86","198","0","384","100.0","65.9793814433","inf","1.92998318812e-36","4.30598549102e-32","3.74433520958e-34"
"group_4443","","hypothetical protein","5","433","81","149","5.81395348837","25.6013745704","0.0212414107718","4.08659091546e-36","9.11759299147e-32","7.85999395817e-34"
"insJ","","IS150 protein InsA","65","63","21","519","75.5813953488","89.175257732","25.4988662132","6.74021305832e-36","1.50380893544e-31","1.28530678243e-33"
"yaiO_2","","outer membrane protein","0","379","86","203","0.0","34.8797250859","0.0","1.14553960689e-35","2.55581341694e-31","2.16594357368e-33"
"group_4736","","ISL3 family transposase ISEc53","67","72","19","510","77.9069767442","87.6288659794","24.9780701754","1.28274759826e-35","2.86193816648e-31","2.40499005586e-33"
"group_2887","yeeJ_2","adhesin","8","450","78","132","9.3023255814","22.6804123711","0.0300854700855","3.37253808565e-35","7.52446972289e-31","6.27039143575e-33"
"group_9978","","hypothetical protein","5","422","81","160","5.81395348837","27.4914089347","0.0234041308291","3.67924275629e-34","8.20875851357e-30","6.7840979451e-32"
"group_555","cbeA_2","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","60","51","26","531","69.7674418605","91.2371134021","24.0271493213","4.17776172121e-34","9.3210041762e-30","7.64016735754e-32"
"group_14694","","hypothetical protein","34","0","52","582","39.5348837209","100.0","inf","6.40084348999e-34","1.42809219105e-29","1.15436271467e-31"
"group_8188","","hypothetical protein","77","132","9","450","89.5348837209","77.3195876289","29.1666666667","6.41571317375e-34","1.4314097662e-29","1.15436271467e-31"
"group_5447","","hypothetical protein","9","447","77","135","10.4651162791","23.1958762887","0.0353002701996","2.36254364977e-33","5.27107113701e-29","4.21685690961e-31"
"cbl","","Cbl DNA-binding transcriptional activator","3","398","83","184","3.48837209302","31.6151202749","0.0167100563056","3.66160120886e-33","8.16939845709e-29","6.48364956912e-31"
"group_1732","","hypothetical protein","6","423","80","159","6.97674418605","27.3195876289","0.0281914893617","5.99283754361e-33","1.33706198436e-28","1.05280471209e-30"
"group_13277","","hypothetical protein","86","225","0","357","100.0","61.3402061856","inf","1.91531525556e-32","4.27325986668e-28","3.33848427085e-30"
"manY_1","","mannose PTS permease - ManY subunit","52","581","34","1","60.4651162791","0.171821305842","0.00263237825251","2.06179851345e-32","4.60007866335e-28","3.56595245221e-30"
"yjiQ","","hypothetical protein","0","356","86","226","0.0","38.8316151203","0.0","2.64415203423e-32","5.89936760356e-28","4.53797507966e-30"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","9","440","77","142","10.4651162791","24.3986254296","0.0377213695396","4.50497401791e-32","1.00510475314e-27","7.61442994801e-30"
"group_4739","","hypothetical protein","9","440","77","142","10.4651162791","24.3986254296","0.0377213695396","4.50497401791e-32","1.00510475314e-27","7.61442994801e-30"
"group_4738","","hypothetical protein","71","106","15","476","82.5581395349","81.7869415808","21.2553459119","4.67838979476e-32","1.04379554711e-27","7.84808682037e-30"
"mdtM","","multidrug efflux transporter MdtM","86","228","0","354","100.0","60.824742268","inf","5.0211096342e-32","1.12025977049e-27","8.36014754095e-30"
"group_5375","","hypothetical protein","32","0","54","582","37.2093023256","100.0","inf","9.03230136922e-32","2.01519675849e-27","1.49273833962e-29"
"group_4510","cbl","Cbl DNA-binding transcriptional activator","82","184","4","398","95.3488372093","68.3848797251","44.3423913043","1.1506292594e-31","2.56716894064e-27","1.88762422106e-29"
"fimI_1","","fimbrial protein","0","350","86","232","0.0","39.8625429553","0.0","1.78492692025e-31","3.98235045177e-27","2.90682514728e-29"
"group_4798","insJK","IS150 protein InsAB","59","57","27","525","68.6046511628","90.206185567","20.126705653","2.85337920974e-31","6.36617435484e-27","4.61316982235e-29"
"tycC","","Tyrocidine synthase 3","0","345","86","237","0.0","40.7216494845","0.0","8.48837461166e-31","1.89384125961e-26","1.36247572634e-28"
"group_13453","","hypothetical protein","66","88","20","494","76.7441860465","84.8797250859","18.525","1.31240017987e-30","2.92809604131e-26","2.09149717236e-28"
"fecC","","ferric dicitrate ABC transporter - membrane subunit","80","174","6","408","93.023255814","70.1030927835","31.2643678161","1.72536329392e-30","3.84945804506e-26","2.73011208869e-28"
"group_4038","","hypothetical protein","0","340","86","242","0.0","41.5807560137","0.0","3.92530671366e-30","8.75775180885e-26","6.1674308513e-28"
"shiA_2","","shikimate:H+ symporter","13","453","73","129","15.1162790698","22.1649484536","0.0507121473283","8.7112886565e-30","1.94357561215e-25","1.35914378472e-27"
"group_8296","","hypothetical protein","11","440","75","142","12.7906976744","24.3986254296","0.0473333333333","1.02883592922e-29","2.29543584167e-25","1.59405266783e-27"
"fimE","","regulator for fimA","32","535","54","47","37.2093023256","8.07560137457","0.0520595361717","2.9277810362e-29","6.53217226987e-25","4.50494639301e-27"
"group_7395","fimE","regulator for fimA","53","44","33","538","61.6279069767","92.439862543","19.6377410468","3.22730501739e-29","7.2004402243e-25","4.93180837281e-27"
"group_6403","manY_1","mannose PTS permease - ManY subunit","34","4","52","578","39.5348837209","99.3127147766","94.4807692308","3.38700205894e-29","7.5567402937e-25","5.14063965558e-27"
"RBKS","","Ribokinase","6","398","80","184","6.97674418605","31.6151202749","0.0346733668342","5.95615855901e-29","1.3288785361e-24","8.97890902771e-27"
"group_11003","","hypothetical protein","84","224","2","358","97.6744186047","61.5120274914","67.125","6.93428155265e-29","1.54710755721e-24","1.03774109012e-26"
"group_7024","shiA_2","shikimate:H+ symporter","72","128","14","454","83.7209302326","78.0068728522","18.2410714286","6.97687972384e-29","1.55661163519e-24","1.03774109012e-26"
"yjcE_2","","YjcE CPA1 transporter","67","101","19","481","77.9069767442","82.64604811","16.7936425221","7.50575690429e-29","1.67460942292e-24","1.10901286286e-26"
"group_12342","","hypothetical protein","65","92","21","490","75.5813953488","84.1924398625","16.4855072464","1.02457942047e-28","2.28593914501e-24","1.50390733224e-26"
"group_4049","","hypothetical protein","50","38","36","544","58.1395348837","93.470790378","19.8830409357","2.87051180787e-28","6.40439889453e-24","4.18588163041e-26"
"cbrB","","putative inner membrane protein","86","261","0","321","100.0","55.1546391753","inf","1.09940905922e-27","2.45289155203e-23","1.5927867221e-25"
"group_13331","","hypothetical protein","83","225","3","357","96.511627907","61.3402061856","43.8977777778","3.11362631818e-27","6.9468116785e-23","4.48181398613e-25"
"group_13237","","hypothetical protein","62","86","24","496","72.0930232558","85.2233676976","14.8992248062","4.47100427099e-27","9.97525762901e-23","6.39439591603e-25"
"group_12913","","hypothetical protein","76","171","10","411","88.3720930233","70.618556701","18.2666666667","3.54962973289e-26","7.91957889705e-22","5.04431776882e-24"
"group_4625","yieL","putative xylanase","2","338","84","244","2.32558139535","41.9243986254","0.0171879402649","4.38782330298e-26","9.78967257128e-22","6.19599529828e-24"
"group_4706","","hypothetical protein","76","172","10","410","88.3720930233","70.4467353952","18.1162790698","4.99883115044e-26","1.11528921798e-21","6.97055761234e-24"
"group_6640","","IS110 family transposase ISEc32","76","172","10","410","88.3720930233","70.4467353952","18.1162790698","4.99883115044e-26","1.11528921798e-21","6.97055761234e-24"
"yedR","","putative inner membrane protein","77","181","9","401","89.5348837209","68.9003436426","18.9545733579","8.13740408771e-26","1.81553622601e-21","1.12766225218e-23"
"group_9861","cbrB","putative inner membrane protein","1","321","85","261","1.16279069767","44.8453608247","0.00956569543705","8.87739495494e-26","1.9806355884e-21","1.21658241717e-23"
"essQ","","Qin prophage; predicted S lysis protein","53","56","33","526","61.6279069767","90.3780068729","15.0854978355","8.94265234259e-26","1.99519516415e-21","1.21658241717e-23"
"cspF","","Qin prophage; cold shock protein","53","56","33","526","61.6279069767","90.3780068729","15.0854978355","8.94265234259e-26","1.99519516415e-21","1.21658241717e-23"
"group_5153","","hypothetical protein","40","20","46","562","46.511627907","96.5635738832","24.4347826087","1.37637549117e-25","3.07083135834e-21","1.86110991415e-23"
"group_12914","","hypothetical protein","78","191","8","391","90.6976744186","67.1821305842","19.9594240838","1.5956109988e-25","3.55996769942e-21","2.14455885507e-23"
"group_13272","","hypothetical protein","67","119","19","463","77.9069767442","79.5532646048","13.7200353826","1.92102894715e-25","4.28600768398e-21","2.56647166705e-23"
"ydfK","","Qin prophage; cold shock gene, predicted DNA-binding transcriptional regulator","53","58","33","524","61.6279069767","90.0343642612","14.5099268548","2.93200978919e-25","6.54160704066e-21","3.89381371468e-23"
"group_5865","","hypothetical protein","62","95","24","487","72.0930232558","83.676975945","13.2429824561","3.1616664733e-25","7.05399406857e-21","4.17396098732e-23"
"group_10816","","hypothetical protein","75","171","11","411","87.2093023256","70.618556701","16.3875598086","4.21729543731e-25","9.40920785018e-21","5.53482814717e-23"
"group_3964","","IS110 family transposase ISEc45","4","351","82","231","4.6511627907","39.6907216495","0.0321033979571","4.59757761774e-25","1.0257655423e-20","5.99862890231e-23"
"group_13070","","hypothetical protein","1","315","85","267","1.16279069767","45.8762886598","0.00997198879552","4.72773251659e-25","1.05480440178e-20","6.13258373126e-23"
"pinR","","Rac prophage; predicted site-specific recombinase","53","59","33","523","61.6279069767","89.8625429553","14.2367745249","5.24331086358e-25","1.16983508677e-20","6.72319015387e-23"
"cspB","","Qin prophage; cold shock protein; predicted DNA-binding transcriptional regulator","53","59","33","523","61.6279069767","89.8625429553","14.2367745249","5.24331086358e-25","1.16983508677e-20","6.72319015387e-23"
"traR","","hypothetical protein","59","83","27","499","68.6046511628","85.7388316151","13.1374386435","6.29600007784e-25","1.40470057737e-20","8.0268604421e-23"
"group_13804","","hypothetical protein","52","56","34","526","60.4651162791","90.3780068729","14.3655462185","7.18644199999e-25","1.60336707462e-20","9.05857104304e-23"
