"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_6283","intS_1","Prophage integrase IntS","90","66","3","509","96.7741935484","88.5217391304","231.363636364","3.91705077469e-64","8.73933198341e-60","1.53321613744e-61"
"intS_1","","Prophage integrase IntS","3","504","90","71","3.22580645161","12.347826087","0.00469576719577","2.47410919654e-62","5.51998502841e-58","9.51721556622e-60"
"group_6941","","hypothetical protein","89","66","4","509","95.6989247312","88.5217391304","171.59469697","2.902563091e-62","6.47590851233e-58","1.09761161226e-59"
"group_5174","","hypothetical protein","79","31","14","544","84.9462365591","94.6086956522","99.0230414747","1.14310802554e-61","2.55038831578e-57","4.25064719297e-59"
"group_8512","","tRNA-Arg(tcg)","84","47","9","528","90.3225806452","91.8260869565","104.85106383","1.81205450139e-61","4.04287479805e-57","6.62766360335e-59"
"group_12870","","hypothetical protein","93","95","0","480","100.0","83.4782608696","inf","4.28301943847e-61","9.55584466917e-57","1.54126526922e-58"
"group_7254","","hypothetical protein","78","31","15","544","83.8709677419","94.6086956522","91.2516129032","3.06205390945e-60","6.83174847737e-56","1.08440452022e-57"
"group_9068","","hypothetical protein","93","98","0","477","100.0","82.9565217391","inf","3.21906521263e-60","7.18205639589e-56","1.12219631186e-57"
"group_12871","","hypothetical protein","93","99","0","476","100.0","82.7826086957","inf","6.24303556388e-60","1.39288366466e-55","2.14289794563e-57"
"group_13232","","hypothetical protein","71","16","22","559","76.3440860215","97.2173913043","112.752840909","8.75047348279e-60","1.95231813875e-55","2.95805778598e-57"
"yfdR_1","","CPS-53 (KpLE1) prophage; deoxyribonucleoside 5'-monophosphate phosphatase","82","44","11","531","88.1720430108","92.347826087","89.9628099174","9.66500550871e-60","2.15635937905e-55","3.2184468344e-57"
"group_3485","","hypothetical protein","69","13","24","562","74.1935483871","97.7391304348","124.288461538","2.29513909662e-59","5.12068483846e-55","7.53041888009e-57"
"group_12869","","hypothetical protein","93","102","0","473","100.0","82.2608695652","inf","4.4245378401e-59","9.87158637504e-55","1.41022662501e-56"
"group_10744","","hypothetical protein","93","102","0","473","100.0","82.2608695652","inf","4.4245378401e-59","9.87158637504e-55","1.41022662501e-56"
"group_12868","","hypothetical protein","93","104","0","471","100.0","81.9130434783","inf","1.59484928194e-58","3.55826823294e-54","5.01164539851e-56"
"group_8518","","hypothetical protein","78","35","15","540","83.8709677419","93.9130434783","80.2285714286","3.38130083284e-58","7.54402028816e-54","1.04778059558e-55"
"group_10950","","hypothetical protein","71","19","22","556","76.3440860215","96.6956521739","94.4401913876","9.46305164982e-58","2.11130145359e-53","2.89219377204e-55"
"group_7817","","hypothetical protein","69","16","24","559","74.1935483871","97.2173913043","100.4453125","3.57675315972e-57","7.98009397465e-53","1.07839107766e-54"
"group_7297","","hypothetical protein","76","32","17","543","81.7204301075","94.4347826087","75.8602941176","5.91832672117e-57","1.32043787476e-52","1.76058383301e-54"
"group_705","","hypothetical protein","69","17","24","558","74.1935483871","97.0434782609","94.3676470588","1.73603325272e-56","3.87326379015e-52","5.09639972388e-54"
"group_1363","","hypothetical protein","72","24","21","551","77.4193548387","95.8260869565","78.7142857143","5.44678839963e-56","1.21523295984e-51","1.57822462317e-53"
"group_9067","","hypothetical protein","93","114","0","461","100.0","80.1739130435","inf","7.47974499344e-56","1.66880590549e-51","2.13949475062e-53"
"group_10741","","hypothetical protein","93","115","0","460","100.0","80.0","inf","1.3528582249e-55","3.01836198558e-51","3.82071137415e-53"
"group_10289","","hypothetical protein","88","81","5","494","94.623655914","85.9130434783","107.338271605","1.92235998099e-55","4.28897735359e-51","5.36122169198e-53"
"group_10287","","hypothetical protein","74","31","19","544","79.5698924731","94.6086956522","68.3463497453","8.42011591431e-55","1.87861206164e-50","2.31927415018e-52"
"group_5259","","hypothetical protein","72","27","21","548","77.4193548387","95.3043478261","69.5873015873","2.61454683712e-54","5.8333154483e-50","7.1137993272e-52"
"group_9125","","hypothetical protein","87","81","6","494","93.5483870968","85.9130434783","88.4320987654","8.35812782783e-54","1.86478189967e-49","2.24672518032e-51"
"group_1771","yhdJ_1","DNA adenine methyltransferase","84","67","9","508","90.3225806452","88.347826087","70.7661691542","9.31725234888e-54","2.07877217156e-49","2.47472877566e-51"
"ycjQ_1","","putative oxidoreductase, Zn-dependent and NAD(P)-binding","91","106","2","469","97.8494623656","81.5652173913","201.316037736","1.36368226652e-53","3.04251150483e-49","3.5794252998e-51"
"group_10959","","hypothetical protein","81","56","12","519","87.0967741935","90.2608695652","62.5580357143","2.17139726529e-53","4.84460443859e-49","5.63326097511e-51"
"group_5825","","hypothetical protein","79","49","14","526","84.9462365591","91.4782608696","60.5743440233","2.37275524985e-53","5.29385423795e-49","6.08488992867e-51"
"group_3144","","hypothetical protein","72","29","21","546","77.4193548387","94.9565217391","64.5517241379","3.01963390809e-53","6.73710521233e-49","7.65580137765e-51"
"group_1333","","hypothetical protein","75","37","18","538","80.6451612903","93.5652173913","60.5855855856","3.40300757191e-53","7.59245019369e-49","8.53084291426e-51"
"group_12894","","hypothetical protein","83","65","10","510","89.247311828","88.6956521739","65.1230769231","5.52935087819e-53","1.23365347443e-48","1.35566315872e-50"
"group_12893","","hypothetical protein","83","65","10","510","89.247311828","88.6956521739","65.1230769231","5.52935087819e-53","1.23365347443e-48","1.35566315872e-50"
"group_7747","xerC_5","Tyrosine recombinase XerC","86","79","7","496","92.4731182796","86.2608695652","77.1356238698","7.45950175686e-53","1.66428943697e-48","1.80901025758e-50"
"ybcQ_1","","DLP12 prophage; predicted antitermination protein","85","75","8","500","91.3978494624","86.9565217391","70.8333333333","1.35168398487e-52","3.01574213864e-48","3.2427334824e-50"
"cnl","","Lysis protein for colicin N","63","12","30","563","67.7419354839","97.9130434783","98.525","1.392485002e-52","3.10677328797e-48","3.30507796593e-50"
"group_7750","","hypothetical protein","86","80","7","495","92.4731182796","86.0869565217","76.0178571429","1.5265955021e-52","3.40598722472e-48","3.58524971024e-50"
"xerC_5","","Tyrosine recombinase XerC","81","59","12","516","87.0967741935","89.7391304348","59.0338983051","2.79371270037e-52","6.2330524058e-48","6.44448548912e-50"
"group_3735","","hypothetical protein","92","119","1","456","98.9247311828","79.3043478261","352.537815126","2.80182462662e-52","6.25115092445e-48","6.44448548912e-50"
"ogrK","","DNA-binding transcriptional regulator, prophage P2 remnant","86","81","7","494","92.4731182796","85.9130434783","74.9276895944","3.10412800101e-52","6.92561998306e-48","7.06695916639e-50"
"group_1362","stfE","hypothetical protein","71","29","22","546","76.3440860215","94.9565217391","60.7617554859","5.56299124337e-52","1.24115897631e-47","1.25369593567e-49"
"cea","","Colicin-E1","63","13","30","562","67.7419354839","97.7391304348","90.7846153846","7.73547397086e-52","1.72586159764e-47","1.72586159764e-49"
"group_12629","","hypothetical protein","87","88","6","487","93.5483870968","84.6956521739","80.2443181818","1.06926439964e-51","2.38563580205e-47","2.36201564559e-49"
"group_4150","","hypothetical protein","85","78","8","497","91.3978494624","86.4347826087","67.7003205128","1.20106112387e-51","2.67968747348e-47","2.60163832376e-49"
"group_4155","","hypothetical protein","85","78","8","497","91.3978494624","86.4347826087","67.7003205128","1.20106112387e-51","2.67968747348e-47","2.60163832376e-49"
"group_144","","hypothetical protein","57","5","36","570","61.2903225806","99.1304347826","180.5","1.69691257222e-51","3.78598163989e-47","3.64036696143e-49"
"group_13238","","hypothetical protein","80","58","13","517","86.0215053763","89.9130434783","54.8541114058","2.86571779766e-51","6.39370297837e-47","6.08924093178e-49"
"group_12667","","hypothetical protein","87","90","6","485","93.5483870968","84.347826087","78.1388888889","4.05916497159e-51","9.05640296811e-47","8.46392800757e-49"
"group_4281","","hypothetical protein","87","90","6","485","93.5483870968","84.347826087","78.1388888889","4.05916497159e-51","9.05640296811e-47","8.46392800757e-49"
"group_6262","","hypothetical protein","69","26","24","549","74.1935483871","95.4782608696","60.7067307692","4.48310074357e-51","1.0002246069e-46","9.26133895276e-49"
"group_2117","","hypothetical protein","82","68","11","507","88.1720430108","88.1739130435","55.5802139037","1.5192653843e-50","3.38963299891e-46","3.10975504487e-48"
"group_5865","","hypothetical protein","83","74","10","501","89.247311828","87.1304347826","56.1932432432","5.31720516352e-50","1.18632164403e-45","1.07847422185e-47"
"group_12669","","hypothetical protein","84","79","9","496","90.3225806452","86.2608695652","58.5991561181","7.1526202053e-50","1.59582109401e-45","1.43767666127e-47"
"group_344","ompX_2","Outer membrane protein X","61","13","32","562","65.5913978495","97.7391304348","82.4086538462","1.88431319368e-49","4.20409116642e-45","3.75365282716e-47"
"yjhC","","KpLE2 phage-like element; predicted oxidoreductase","87","96","6","479","93.5483870968","83.3043478261","72.3489583333","1.95428039041e-49","4.36019497905e-45","3.82473243776e-47"
"ythA","","small predicted membrane protein","87","96","6","479","93.5483870968","83.3043478261","72.3489583333","1.95428039041e-49","4.36019497905e-45","3.82473243776e-47"
"group_1114","ydfU_1","Qin prophage; predicted protein","85","86","8","489","91.3978494624","85.0434782609","60.414244186","3.0617357418e-49","6.83103861353e-45","5.94003357698e-47"
"group_4747","","hypothetical protein","81","68","12","507","87.0967741935","88.1739130435","50.3272058824","3.59880319026e-49","8.0292897978e-45","6.92180154983e-47"
"group_5422","","hypothetical protein","81","69","12","506","87.0967741935","88.0","49.5","7.64513665111e-49","1.70570643823e-44","1.45786875062e-46"
"group_12807","","hypothetical protein","49","0","44","575","52.688172043","100.0","inf","1.01946991944e-48","2.27453933725e-44","1.92757570954e-46"
"group_4180","","hypothetical protein","85","88","8","487","91.3978494624","84.6956521739","58.7997159091","1.15246539353e-48","2.57126553951e-44","2.16072734412e-46"
"group_11454","","hypothetical protein","63","18","30","557","67.7419354839","96.8695652174","64.9833333333","1.78969798799e-48","3.99299518101e-44","3.32749598417e-46"
"group_4894","","hypothetical protein","78","59","15","516","83.8709677419","89.7391304348","45.4779661017","2.91889632746e-48","6.5123495962e-44","5.3379914723e-46"
"group_4887","","hypothetical protein","78","59","15","516","83.8709677419","89.7391304348","45.4779661017","2.91889632746e-48","6.5123495962e-44","5.3379914723e-46"
"group_14","","hypothetical protein","61","15","32","560","65.5913978495","97.3913043478","71.1666666667","4.5866234737e-48","1.02332156322e-43","8.31968750583e-46"
"group_5261","","hypothetical protein","82","76","11","499","88.1720430108","86.7826086957","48.9449760766","5.46616759598e-48","1.21955665234e-43","9.83513429306e-46"
"ycjS","","putative oxidoreductase, NADH-binding","0","427","93","148","0.0","25.7391304348","0.0","6.29426318795e-48","1.40431305986e-43","1.12345044789e-45"
"group_5415","","hypothetical protein","78","60","15","515","83.8709677419","89.5652173913","44.6333333333","6.52653963194e-48","1.45613625728e-43","1.15566369626e-45"
"tetR","","Tetracycline repressor protein class B from transposon Tn10","59","12","34","563","63.4408602151","97.9130434783","81.4142156863","7.7265810581e-48","1.72387749987e-43","1.34677929678e-45"
"tetC","","Transposon Tn10 TetC protein","59","12","34","563","63.4408602151","97.9130434783","81.4142156863","7.7265810581e-48","1.72387749987e-43","1.34677929678e-45"
"group_9962","","hypothetical protein","80","68","13","507","86.0215053763","88.1739130435","45.8823529412","7.84068814383e-48","1.74933593177e-43","1.35607436571e-45"
"group_6337","","hypothetical protein","85","91","8","484","91.3978494624","84.1739130435","56.510989011","8.07384561377e-48","1.80135569489e-43","1.38565822684e-45"
"group_1405","","hypothetical protein","81","73","12","502","87.0967741935","87.3043478261","46.4178082192","1.44262366179e-47","3.21863765181e-43","2.45697530673e-45"
"group_7536","ydjH_1","Tagatose kinase","87","104","6","471","93.5483870968","81.9130434783","65.6682692308","2.60227429128e-47","5.80593417126e-43","4.39843497823e-45"
"yjhB","","YjhB MFS transporter","85","94","8","481","91.3978494624","83.652173913","54.3683510638","5.39296276793e-47","1.20322392315e-42","9.04679641469e-45"
"yfjI","","CP4-57 prophage; predicted protein","86","100","7","475","92.4731182796","82.6086956522","58.3571428571","7.51739743157e-47","1.67720654096e-42","1.25164667236e-44"
"ycjR","","putative enzyme","1","432","92","143","1.0752688172","24.8695652174","0.0035980273752","9.16756824954e-47","2.04537615215e-42","1.51509344604e-44"
"group_12874","","hypothetical protein","93","154","0","421","100.0","73.2173913043","inf","1.11235726294e-46","2.48178028936e-42","1.79839151403e-44"
"group_12873","","hypothetical protein","93","154","0","421","100.0","73.2173913043","inf","1.11235726294e-46","2.48178028936e-42","1.79839151403e-44"
"group_3043","","hypothetical protein","93","154","0","421","100.0","73.2173913043","inf","1.11235726294e-46","2.48178028936e-42","1.79839151403e-44"
"group_1237","","hypothetical protein","80","72","13","503","86.0215053763","87.4782608696","42.9914529915","1.47381255961e-46","3.28822320175e-42","2.3656282027e-44"
"group_6197","ycjR","putative enzyme","92","144","1","431","98.9247311828","74.9565217391","275.361111111","1.49904214077e-46","3.34451292028e-42","2.3889378002e-44"
"group_12633","yjhQ","KpLE2 phage-like element; predicted acetyltransferase","87","107","6","468","93.5483870968","81.3913043478","63.4205607477","1.51300532592e-46","3.37566618266e-42","2.39408949125e-44"
"tetA","","Tetracycline resistance protein, class B","59","14","34","561","63.4408602151","97.5652173913","69.5357142857","1.98838139617e-46","4.436277733e-42","3.10229212098e-44"
"group_782","yeeS_2","CP4-44 prophage; predicted DNA repair protein","59","14","34","561","63.4408602151","97.5652173913","69.5357142857","1.98838139617e-46","4.436277733e-42","3.10229212098e-44"
"group_13055","","hypothetical protein","6","467","87","108","6.45161290323","18.7826086957","0.0159491988481","2.69772268956e-46","6.01888909268e-42","4.17978409214e-44"
"group_13237","","hypothetical protein","79","69","14","506","84.9462365591","88.0","41.380952381","3.29995559274e-46","7.36253092296e-42","5.07760753308e-44"
"group_12631","fimA_1","major type 1 subunit fimbrin (pilin)","83","88","10","487","89.247311828","84.6956521739","45.9329545455","7.6105832618e-46","1.69799723154e-41","1.16301180242e-43"
"group_4594","yjiC","hypothetical protein","87","110","6","465","93.5483870968","80.8695652174","61.2954545455","8.47145631713e-46","1.89006661892e-41","1.2857596047e-43"
"gpFI_2","","Putative prophage major tail sheath protein","76","59","17","516","81.7204301075","89.7391304348","39.0987038883","9.84413905034e-46","2.19632586352e-41","1.48400396184e-43"
"group_4951","ycjS","putative oxidoreductase, NADH-binding","92","148","1","427","98.9247311828","74.2608695652","265.432432432","1.04343735637e-45","2.32801308579e-41","1.56242488979e-43"
"group_7816","","hypothetical protein","71","43","22","532","76.3440860215","92.5217391304","39.9281183932","1.27892342495e-45","2.85340605341e-41","1.90227070228e-43"
"group_12809","","hypothetical protein","55","9","38","566","59.1397849462","98.4347826087","91.0233918129","1.47128858412e-45","3.28259196003e-41","2.17390196028e-43"
"tetD","","Transposon Tn10 TetD protein","57","12","36","563","61.2903225806","97.9130434783","74.2847222222","1.51416236368e-45","3.37824764961e-41","2.22253134843e-43"
"group_12658","","hypothetical protein","86","106","7","469","92.4731182796","81.5652173913","54.358490566","2.59749479698e-45","5.79527064154e-41","3.78775858924e-43"
"group_12811","","hypothetical protein","56","11","37","564","60.2150537634","98.0869565217","77.601965602","3.81211253354e-45","8.50520427359e-41","5.48722856361e-43"
"yqjZ","","putative protein YqjZ","56","11","37","564","60.2150537634","98.0869565217","77.601965602","3.81211253354e-45","8.50520427359e-41","5.48722856361e-43"
"traR","","hypothetical protein","77","65","16","510","82.7956989247","88.6956521739","37.7596153846","5.71918863973e-45","1.27600817741e-40","8.17953959878e-43"
"group_2235","","hypothetical protein","55","10","38","565","59.1397849462","98.2608695652","81.7763157895","8.97272877079e-45","2.00190551605e-40","1.27509905481e-42"
"group_5429","","hypothetical protein","83","92","10","483","89.247311828","84.0","43.575","9.48883932244e-45","2.11705494123e-40","1.33148109511e-42"
"group_6115","","hypothetical protein","83","92","10","483","89.247311828","84.0","43.575","9.48883932244e-45","2.11705494123e-40","1.33148109511e-42"
"yfdN_1","","CPS-53 (KpLE1) prophage; predicted protein","64","27","29","548","68.8172043011","95.3043478261","44.7918263091","1.24574980484e-44","2.77939238957e-40","1.73712024348e-42"
"group_10639","","hypothetical protein","56","12","37","563","60.2150537634","97.9130434783","71.009009009","2.02961274155e-44","4.52826898768e-40","2.81258943334e-42"
"group_3364","","hypothetical protein","76","63","17","512","81.7204301075","89.0434782609","36.3323996265","2.1651972769e-44","4.8307716445e-40","2.98195780525e-42"
"group_12549","","hypothetical protein","65","30","28","545","69.8924731183","94.7826086957","42.1726190476","2.60464753926e-44","5.81122912483e-40","3.56517124223e-42"
"group_2622","","hypothetical protein","76","64","17","511","81.7204301075","88.8695652174","35.6948529412","4.5864324596e-44","1.02327894606e-39","6.23950576867e-42"
"group_1522","","hypothetical protein","62","24","31","551","66.6666666667","95.8260869565","45.9166666667","6.69689850606e-44","1.49414502569e-39","9.05542439811e-42"
"cbeA_4","","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","60","20","33","555","64.5161290323","96.5217391304","50.4545454545","7.74045820051e-44","1.72697362912e-39","1.04034555971e-41"
"group_10236","","hypothetical protein","77","69","16","506","82.7956989247","88.0","35.2916666667","1.06357725651e-43","2.372947217e-39","1.42092647724e-41"
"intD_2","","DLP12 prophage; predicted integrase","86","113","7","462","92.4731182796","80.347826087","50.2300884956","1.33743037241e-43","2.98394090388e-39","1.77615529993e-41"
"bcsA_2","","cellulose synthase, catalytic subunit","91","149","2","426","97.8494623656","74.0869565217","130.087248322","1.38085539494e-43","3.08082647166e-39","1.82297424358e-41"
"lysR_2","","LysR DNA-binding transcriptional dual regulator","53","9","40","566","56.9892473118","98.4347826087","83.3277777778","2.54958313574e-43","5.68837493414e-39","3.34610290244e-41"
"group_12872","","hypothetical protein","93","172","0","403","100.0","70.0869565217","inf","3.70541463255e-43","8.26715058669e-39","4.83459098637e-41"
"group_3213","pinE_2","e14 prophage; site-specific DNA recombinase","73","57","20","518","78.4946236559","90.0869565217","33.1701754386","8.28639476211e-43","1.84877753537e-38","1.0748706601e-40"
"group_9070","","hypothetical protein","90","145","3","430","96.7741935484","74.7826086957","88.9655172414","1.14933869955e-42","2.56428957256e-38","1.48224830784e-40"
"group_2782","","hypothetical protein","83","100","10","475","89.247311828","82.6086956522","39.425","1.157566214e-42","2.58264598005e-38","1.48427929888e-40"
"mrr","","restriction of methylated adenine","93","176","0","399","100.0","69.3913043478","inf","2.04630665332e-42","4.56551477423e-38","2.5793868781e-40"
"hsdM","","host modification; DNA methylase M","93","176","0","399","100.0","69.3913043478","inf","2.04630665332e-42","4.56551477423e-38","2.5793868781e-40"
"group_12605","","hypothetical protein","93","176","0","399","100.0","69.3913043478","inf","2.04630665332e-42","4.56551477423e-38","2.5793868781e-40"
"group_613","yfjX_2","CP4-57 prophage; predicted antirestriction protein","54","12","39","563","58.064516129","97.9130434783","64.9615384615","3.35400095855e-42","7.48311153862e-38","4.20399524642e-40"
"group_9231","","hypothetical protein","74","63","19","512","79.5698924731","89.0434782609","31.6524644946","5.3162329249e-42","1.18610472787e-37","6.62628339595e-40"
