"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"fdtC","","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","84","160","0","424","100.0","72.602739726","inf","3.63688206682e-42","8.11424757927e-38","1.21108172825e-39"
"group_5823","","hypothetical protein","4","461","80","123","4.7619047619","21.0616438356","0.0133405639913","5.88629980345e-42","1.31329234915e-37","1.93131227816e-39"
"group_10960","","hypothetical protein","82","141","2","443","97.619047619","75.8561643836","128.815602837","1.11371016506e-41","2.48479874928e-37","3.60115760765e-39"
"group_7647","","hypothetical protein","12","507","72","77","14.2857142857","13.1849315068","0.0253122945431","1.24514657815e-41","2.7780465305e-37","3.96863790072e-39"
"rfbB","","RmlB","0","419","84","165","0.0","28.2534246575","0.0","2.90617728411e-41","6.48397213859e-37","9.13235512477e-39"
"group_1855","rfbB","RmlB","84","169","0","415","100.0","71.0616438356","inf","1.47718997083e-40","3.29575854391e-36","4.5774424221e-38"
"group_7045","yedE","putative inner membrane protein","83","157","1","427","98.8095238095","73.1164383562","225.738853503","1.52647735191e-40","3.40572361984e-36","4.6653748217e-38"
"group_4180","","hypothetical protein","75","98","9","486","89.2857142857","83.2191780822","41.3265306122","2.98607953575e-40","6.66224205221e-36","9.00302980029e-38"
"group_12845","","hypothetical protein","14","511","70","73","16.6666666667","12.5","0.0285714285714","3.48210242773e-40","7.76891872651e-36","1.02222614822e-37"
"csiD","","putative protein","14","511","70","73","16.6666666667","12.5","0.0285714285714","3.48210242773e-40","7.76891872651e-36","1.02222614822e-37"
"insO-2","","KpLE2 phage-like element; partial transposase","68","65","16","519","80.9523809524","88.8698630137","33.9346153846","5.19263208584e-40","1.15852814467e-35","1.50458200607e-37"
"ymfT","","e14 prophage; predicted DNA-binding transcriptional regulator","12","499","72","85","14.2857142857","14.5547945205","0.0283901135605","1.64180527101e-39","3.66303174016e-35","4.69619453866e-37"
"group_12666","","hypothetical protein","70","76","14","508","83.3333333333","86.9863013699","33.4210526316","2.32340720106e-39","5.18375380628e-35","6.56171367883e-37"
"group_4281","","hypothetical protein","75","102","9","482","89.2857142857","82.5342465753","39.3790849673","2.58324246803e-39","5.76347227041e-35","7.20434033801e-37"
"fdtA","","TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase","79","129","5","455","94.0476190476","77.9109589041","55.7286821705","3.74157583828e-39","8.34782985278e-35","1.03059627812e-36"
"betT_2","","choline:H+ symporter","82","155","2","429","97.619047619","73.4589041096","113.477419355","4.94262912127e-39","1.10274998325e-34","1.34481705274e-36"
"group_1662","insB-1_2","IS1 protein InsB","76","111","8","473","90.4761904762","80.9931506849","40.481981982","1.19703647815e-38","2.6707080864e-34","3.21772058603e-36"
"group_1698","","hypothetical protein","49","14","35","570","58.3333333333","97.602739726","57.0","1.25409353989e-38","2.79800809685e-34","3.33096202006e-36"
"group_8363","oppA","peptide ABC transporter - periplasmic binding protein","64","56","20","528","76.1904761905","90.4109589041","30.1714285714","5.34457237503e-38","1.19242754259e-33","1.38654365418e-35"
"oppA","","peptide ABC transporter - periplasmic binding protein","20","528","64","56","23.8095238095","9.58904109589","0.0331439393939","5.34457237503e-38","1.19242754259e-33","1.38654365418e-35"
"ykgN","","putative IS protein","80","148","4","436","95.2380952381","74.6575342466","58.9189189189","5.09566870615e-37","1.13689464503e-32","1.30677545406e-34"
"yedE","","putative inner membrane protein","3","424","81","160","3.57142857143","27.397260274","0.0139762403913","1.89303345512e-36","4.22354694173e-32","4.79948516105e-34"
"ymfL","","e14 prophage; predicted DNA-binding transcriptional regulator","15","501","69","83","17.8571428571","14.2123287671","0.0360149266684","2.47924345547e-36","5.5314400735e-32","6.21510120618e-34"
"group_1692","","hypothetical protein","76","126","8","458","90.4761904762","78.4246575342","34.5317460317","1.54553888632e-35","3.44825180928e-31","3.79751202429e-33"
"group_12663","fecD_2","ferric dicitrate ABC transporter - membrane subunit","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"yjhV","","KpLE2 phage-like element; predicted protein","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"fecR","","regulator for fec operon, periplasmic","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"fecB","","ferric dicitrate ABC transporter - periplasmic binding protein","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"fecA","","ferric citrate outer membrane porin FecA","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"fecI","","RNA polymerase, sigma 19 factor","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"fecE_2","","ferric dicitrate ABC transporter - ATP binding subunit","84","200","0","384","100.0","65.7534246575","inf","1.65101818097e-35","3.68358666357e-31","3.79751202429e-33"
"group_12874","","hypothetical protein","81","166","3","418","96.4285714286","71.5753424658","67.9879518072","2.03065926023e-35","4.5306038755e-31","4.57636755101e-33"
"group_12873","","hypothetical protein","81","166","3","418","96.4285714286","71.5753424658","67.9879518072","2.03065926023e-35","4.5306038755e-31","4.57636755101e-33"
"group_10293","insF-1_2","IS3 element protein InsF","79","149","5","435","94.0476190476","74.4863013699","46.1275167785","2.39696555978e-35","5.34786986044e-31","5.34786986044e-33"
"group_13382","","hypothetical protein","47","16","37","568","55.9523809524","97.2602739726","45.0945945946","3.00628439425e-35","6.70732111202e-31","6.57580501178e-33"
"group_13383","","putative HTH-type transcriptional regulator","47","16","37","568","55.9523809524","97.2602739726","45.0945945946","3.00628439425e-35","6.70732111202e-31","6.57580501178e-33"
"group_544","cbeA_1","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","53","31","31","553","63.0952380952","94.6917808219","30.4984391259","1.22108496051e-34","2.7243626554e-30","2.6450122868e-32"
"group_9070","","hypothetical protein","79","156","5","428","94.0476190476","73.2876712329","43.3487179487","4.08320910867e-34","9.11004784236e-30","8.75966138689e-32"
"group_5788","","hypothetical protein","9","456","75","128","10.7142857143","21.9178082192","0.0336842105263","7.35527863799e-34","1.64103621692e-29","1.56289163516e-31"
"group_7646","csiD","putative protein","70","99","14","485","83.3333333333","83.0479452055","24.4949494949","9.10131789553e-34","2.03059503567e-29","1.91565569403e-31"
"wzxE_2","","lipid III flippase","74","124","10","460","88.0952380952","78.7671232877","27.4516129032","2.19332235072e-33","4.89352149669e-29","4.57338457635e-31"
"group_5795","","hypothetical protein","73","118","11","466","86.9047619048","79.7945205479","26.2080123267","2.40415680028e-33","5.36391423711e-29","4.96658725659e-31"
"insF-1_2","","IS3 element protein InsF","79","161","5","423","94.0476190476","72.4315068493","41.5118012422","2.8976903587e-33","6.46503695931e-29","5.93122656817e-31"
"group_5942","","hypothetical protein","74","127","10","457","88.0952380952","78.2534246575","26.6283464567","8.23212021921e-33","1.83666834211e-28","1.66969849283e-30"
"ymfM","","e14 prophage; predicted protein","9","450","75","134","10.7142857143","22.9452054795","0.0357333333333","9.82622346918e-33","2.19232871821e-28","1.97507091731e-30"
"group_10868","","hypothetical protein","0","364","84","220","0.0","37.6712328767","0.0","1.3677647196e-32","3.05161986589e-28","2.72466059455e-30"
"yhhI","","putative transposase","72","116","12","468","85.7142857143","80.1369863014","24.2068965517","1.4851071928e-32","3.31342265786e-28","2.93223244059e-30"
"group_11026","","hypothetical protein","50","29","34","555","59.5238095238","95.0342465753","28.1440162272","2.72743044284e-32","6.08517006102e-28","5.33786847458e-30"
"intB_1","","KpLE2 phage-like element; predicted integrase","76","144","8","440","90.4761904762","75.3424657534","29.0277777778","3.44842565801e-32","7.69378248559e-28","6.69024563965e-30"
"group_2536","","hypothetical protein","5","415","79","169","5.95238095238","28.9383561644","0.025773982004","5.99297657458e-32","1.33709300355e-27","1.15266638237e-29"
"group_3966","","hypothetical protein","12","461","72","123","14.2857142857","21.0616438356","0.0444685466377","3.34804507275e-31","7.46982336182e-27","6.38446441181e-29"
"yadV_2","","putative pilin chaperone similar to PapD","31","0","53","584","36.9047619048","100.0","inf","4.2502476402e-31","9.48272751004e-27","8.03620975427e-29"
"group_2675","yfdS","CPS-53 (KpLE1) prophage; predicted protein","48","27","36","557","57.1428571429","95.3767123288","27.5061728395","4.72402342289e-31","1.05397686588e-26","8.85694845278e-29"
"yhjY_2","","putative lipase","39","9","45","575","46.4285714286","98.4589041096","55.3703703704","5.10204481269e-31","1.13831721816e-26","9.485976818e-29"
"group_4772","","hypothetical protein","48","28","36","556","57.1428571429","95.2054794521","26.4761904762","1.20611300437e-30","2.69095872405e-26","2.2239328298e-28"
"group_5820","","hypothetical protein","34","3","50","581","40.4761904762","99.4863013699","131.693333333","1.42007046126e-30","3.16831920612e-26","2.59698295583e-28"
"ymfN","","hypothetical protein","59","63","25","521","70.2380952381","89.2123287671","19.5168253968","1.51658516211e-30","3.38365315518e-26","2.75093752454e-28"
"yfdO_1","","hypothetical protein","1","363","83","221","1.19047619048","37.8424657534","0.00733512562647","1.90602036513e-30","4.25252203665e-26","3.42945325536e-28"
"group_5453","essD_1","DLP12 prophage; predicted phage lysis protein","37","7","47","577","44.0476190476","98.801369863","64.8905775076","2.42980581844e-30","5.42113976152e-26","4.33691180922e-28"
"group_777","yeeT_1","CP4-44 prophage; predicted protein","52","40","32","544","61.9047619048","93.1506849315","22.1","2.72158119342e-30","6.07211980063e-26","4.77770952988e-28"
"symE","","toxin-like protein of the SOS response","0","347","84","237","0.0","40.5821917808","0.0","2.7787376505e-30","6.19964157204e-26","4.77770952988e-28"
"group_11029","","hypothetical protein","59","64","25","520","70.2380952381","89.0410958904","19.175","2.78383863961e-30","6.21102238884e-26","4.77770952988e-28"
"group_7031","","hypothetical protein","59","64","25","520","70.2380952381","89.0410958904","19.175","2.78383863961e-30","6.21102238884e-26","4.77770952988e-28"
"group_13388","","hypothetical protein","59","64","25","520","70.2380952381","89.0410958904","19.175","2.78383863961e-30","6.21102238884e-26","4.77770952988e-28"
"lexA_2","","LexA repressor","9","435","75","149","10.7142857143","25.5136986301","0.0411034482759","4.24630775319e-30","9.47393722814e-26","7.23201315125e-28"
"group_11058","","hypothetical protein","58","61","26","523","69.0476190476","89.5547945205","19.1261034048","4.57909815849e-30","1.02164259014e-25","7.73971659198e-28"
"bcsQ","","putative cellulose biosynthesis protein","83","224","1","360","98.8095238095","61.6438356164","133.392857143","4.88490015053e-30","1.08987007259e-25","8.19451182395e-28"
"group_2054","","hypothetical protein","2","372","82","212","2.38095238095","36.301369863","0.0138998164175","5.60487885343e-30","1.25050452099e-25","9.33212329096e-28"
"group_24556","yeeS_1","CP4-44 prophage; predicted DNA repair protein","49","33","35","551","58.3333333333","94.3493150685","23.3757575758","9.80417902238e-30","2.18741038168e-25","1.60972532344e-27"
"cobU","","cobinamide-P guanylyltransferase / cobinamide kinase","45","573","39","11","53.5714285714","1.88356164384","0.0221506242449","9.81231876596e-30","2.18922643987e-25","1.60972532344e-27"
"group_2031","cbtA_1","CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system","2","370","82","214","2.38095238095","36.6438356164","0.0141067897165","1.06245720129e-29","2.3704482618e-25","1.73025420569e-27"
"group_7033","","hypothetical protein","58","63","26","521","69.0476190476","89.2123287671","18.4481074481","1.54771480619e-29","3.45310650408e-25","2.50225108991e-27"
"group_9995","","hypothetical protein","59","67","25","517","70.2380952381","88.5273972603","18.2107462687","1.64722148364e-29","3.67511585215e-25","2.64396823896e-27"
"yfdP","","CPS-53 (KpLE1) prophage; predicted protein","3","379","81","205","3.57142857143","35.102739726","0.020033225838","2.09857456189e-29","4.68212970503e-25","3.34437836074e-27"
"group_4625","yieL","putative xylanase","0","340","84","244","0.0","41.7808219178","0.0","2.25402588446e-29","5.02895715081e-25","3.56663627717e-27"
"xisE","","e14 prophage; predicted excisionase","48","577","36","7","57.1428571429","1.19863013699","0.0161756210283","2.66244373765e-29","5.94017822307e-25","4.18322410076e-27"
"ybfL_2","","putative transposase; receptor protein","58","64","26","520","69.0476190476","89.0410958904","18.125","2.81289081897e-29","6.27584070621e-25","4.32816600428e-27"
"group_13387","","hypothetical protein","58","64","26","520","69.0476190476","89.0410958904","18.125","2.81289081897e-29","6.27584070621e-25","4.32816600428e-27"
"group_7857","","hypothetical protein","58","64","26","520","69.0476190476","89.0410958904","18.125","2.81289081897e-29","6.27584070621e-25","4.32816600428e-27"
"group_13418","","hypothetical protein","37","9","47","575","44.0476190476","98.4589041096","50.2955082742","5.99857842001e-29","1.33834283129e-24","9.10437300197e-27"
"group_13416","","hypothetical protein","37","9","47","575","44.0476190476","98.4589041096","50.2955082742","5.99857842001e-29","1.33834283129e-24","9.10437300197e-27"
"group_7967","","hypothetical protein","54","51","30","533","64.2857142857","91.2671232877","18.8117647059","7.23691070017e-29","1.61462714632e-24","1.09096428805e-26"
"group_13417","","hypothetical protein","34","5","50","579","40.4761904762","99.1438356164","78.744","8.96451427084e-29","2.00007277897e-24","1.34233072414e-26"
"group_7104","adhP","ethanol dehydrogenase / alcohol dehydrogenase","30","1","54","583","35.7142857143","99.8287671233","323.888888889","1.42918512316e-28","3.18865492828e-24","2.12576995219e-26"
"group_9993","","hypothetical protein","57","63","27","521","67.8571428571","89.2123287671","17.4585537919","1.51048870914e-28","3.37005135896e-24","2.23182209203e-26"
"group_3867","","hypothetical protein","45","570","39","14","53.5714285714","2.39726027397","0.0283400809717","5.06256829248e-28","1.12950961174e-23","7.43098428773e-26"
"group_11048","","hypothetical protein","36","9","48","575","42.8571428571","98.4589041096","47.9166666667","6.26837412567e-28","1.39853695118e-23","9.14076438679e-26"
"group_11056","","hypothetical protein","52","48","32","536","61.9047619048","91.7808219178","18.1458333333","8.55725591765e-28","1.90920936779e-23","1.23974634272e-25"
"group_13447","","hypothetical protein","33","5","51","579","39.2857142857","99.1438356164","74.9294117647","9.66007738319e-28","2.15525986496e-23","1.36408852213e-25"
"group_13446","","hypothetical protein","33","5","51","579","39.2857142857","99.1438356164","74.9294117647","9.66007738319e-28","2.15525986496e-23","1.36408852213e-25"
"group_13445","","hypothetical protein","33","5","51","579","39.2857142857","99.1438356164","74.9294117647","9.66007738319e-28","2.15525986496e-23","1.36408852213e-25"
"group_11060","","hypothetical protein","33","5","51","579","39.2857142857","99.1438356164","74.9294117647","9.66007738319e-28","2.15525986496e-23","1.36408852213e-25"
"group_10125","","hypothetical protein","41","561","43","23","48.8095238095","3.93835616438","0.039091323633","9.98075000088e-28","2.2268051327e-23","1.40050637277e-25"
"group_7868","","hypothetical protein","37","11","47","573","44.0476190476","98.1164383562","41.0077369439","1.05590961172e-27","2.35583993471e-23","1.47239995919e-25"
"group_2947","","hypothetical protein","56","63","28","521","66.6666666667","89.2123287671","16.5396825397","1.41138170871e-27","3.14893373031e-23","1.95585945982e-25"
"adhP","","ethanol dehydrogenase / alcohol dehydrogenase","55","583","29","1","65.4761904762","0.171232876712","0.00325309043591","1.60462590075e-27","3.58008084717e-23","2.20992644887e-25"
"group_8393","","hypothetical protein","41","560","43","24","48.8095238095","4.1095890411","0.0408637873754","2.60117717075e-27","5.80348638565e-23","3.51726447615e-25"
"group_12451","","hypothetical protein","41","560","43","24","48.8095238095","4.1095890411","0.0408637873754","2.60117717075e-27","5.80348638565e-23","3.51726447615e-25"
"group_6215","","hypothetical protein","41","560","43","24","48.8095238095","4.1095890411","0.0408637873754","2.60117717075e-27","5.80348638565e-23","3.51726447615e-25"
"group_11050","","hypothetical protein","34","7","50","577","40.4761904762","98.801369863","56.0514285714","2.98062015086e-27","6.65006161859e-23","3.9820728255e-25"
"group_11049","","hypothetical protein","34","7","50","577","40.4761904762","98.801369863","56.0514285714","2.98062015086e-27","6.65006161859e-23","3.9820728255e-25"
"yieH_2","","6-phosphogluconate phosphatase","0","324","84","260","0.0","44.5205479452","0.0","3.0630626868e-27","6.83399916051e-23","4.06785664316e-25"
"group_9296","","hypothetical protein","37","12","47","572","44.0476190476","97.9452054795","37.524822695","3.99373832879e-27","8.91042958537e-23","5.27244354164e-25"
"rusA_4","","endodeoxyribonuclease RUS (Holliday junction resolvase)","3","362","81","222","3.57142857143","38.0136986301","0.0227133210559","4.3098629686e-27","9.61573526925e-23","5.65631486426e-25"
"group_9861","cbrB","putative inner membrane protein","0","322","84","262","0.0","44.8630136986","0.0","4.36033334566e-27","9.72833972751e-23","5.68908755995e-25"
"cbrB","","putative inner membrane protein","84","263","0","321","100.0","54.9657534247","inf","5.48792458966e-27","1.2244108552e-22","7.11866776278e-25"
"group_13448","","hypothetical protein","35","9","49","575","41.6666666667","98.4589041096","45.6349206349","6.3925282611e-27","1.42623698033e-22","8.19676425479e-25"
"group_594","","hypothetical protein","35","9","49","575","41.6666666667","98.4589041096","45.6349206349","6.3925282611e-27","1.42623698033e-22","8.19676425479e-25"
"group_889","","hypothetical protein","41","559","43","25","48.8095238095","4.28082191781","0.0426425926696","6.60439803218e-27","1.47350724496e-22","8.42004139977e-25"
