"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_10933","","hypothetical protein","32","45","0","591","100.0","92.9245283019","inf","1.04452604286e-33","2.33044205423e-29","4.56949422398e-31"
"cdiI","","Immunity protein CdiI","32","45","0","591","100.0","92.9245283019","inf","1.04452604286e-33","2.33044205423e-29","4.56949422398e-31"
"insN-1","","CP4-6 prophage; partial regulator of insertion element IS911A","32","45","0","591","100.0","92.9245283019","inf","1.04452604286e-33","2.33044205423e-29","4.56949422398e-31"
"group_13551","","hypothetical protein","30","28","2","608","93.75","95.5974842767","325.714285714","1.22620409163e-33","2.73578394884e-29","5.16185650724e-31"
"afaD","","Protein AfaD","30","28","2","608","93.75","95.5974842767","325.714285714","1.22620409163e-33","2.73578394884e-29","5.16185650724e-31"
"group_11132","","hypothetical protein","31","36","1","600","96.875","94.3396226415","516.666666667","1.62579421139e-33","3.62730946504e-29","6.71723975008e-31"
"group_10892","","hypothetical protein","32","46","0","590","100.0","92.7672955975","inf","1.77115285529e-33","3.95161913543e-29","7.18476206442e-31"
"yraJ","","putative outer membrane export usher protein","30","29","2","607","93.75","95.4402515723","313.965517241","2.48678771987e-33","5.5482720818e-29","9.62620757629e-31"
"yedZ1","","Putative protein-methionine-sulfoxide reductase subunit YedZ1","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_9210","","hypothetical protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"yedW_6","","putative DNA-binding response regulator in two-component system with YedV","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_537","cbeA_1","CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_5328","","hypothetical protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"yadV_1","","putative pilin chaperone similar to PapD","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"yedY_1","","reductase","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"yphA_1","","putative inner membrane protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"betI_3","","HTH-type transcriptional regulator BetI","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_13116","","hypothetical protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_13118","","hypothetical protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_10927","","hypothetical protein","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_13179","","IS481 family transposase ISErsp1","32","47","0","589","100.0","92.6100628931","inf","2.97704416102e-33","6.64208322764e-29","9.62620757629e-31"
"group_13510","fimC_3","periplasmic chaperone, required for type 1 fimbriae","30","30","2","606","93.75","95.2830188679","303.0","4.95779382157e-33","1.10613337953e-28","1.49596469091e-30"
"group_11112","","hypothetical protein","30","30","2","606","93.75","95.2830188679","303.0","4.95779382157e-33","1.10613337953e-28","1.49596469091e-30"
"group_13120","","hypothetical protein","32","48","0","588","100.0","92.4528301887","inf","4.96174026836e-33","1.10701387127e-28","1.49596469091e-30"
"group_10893","","hypothetical protein","32","48","0","588","100.0","92.4528301887","inf","4.96174026836e-33","1.10701387127e-28","1.49596469091e-30"
"group_10931","insO-2","hypothetical protein","32","48","0","588","100.0","92.4528301887","inf","4.96174026836e-33","1.10701387127e-28","1.49596469091e-30"
"toxA","","hypothetical protein","31","38","1","598","96.875","94.0251572327","487.842105263","5.40802315693e-33","1.20658404654e-28","1.60877872872e-30"
"group_10935","","hypothetical protein","32","49","0","587","100.0","92.2955974843","inf","8.20206044362e-33","1.82996170558e-28","2.40784434944e-30"
"group_13515","","hypothetical protein","31","39","1","597","96.875","93.8679245283","474.538461538","9.69104083712e-33","2.16216812117e-28","2.77201041176e-30"
"group_11108","","hypothetical protein","31","39","1","597","96.875","93.8679245283","474.538461538","9.69104083712e-33","2.16216812117e-28","2.77201041176e-30"
"virF","","Virulence regulon transcriptional activator VirF","29","25","3","611","90.625","96.0691823899","236.253333333","1.4693468034e-32","3.27825965308e-28","4.14969576339e-30"
"group_13506","","hypothetical protein","31","40","1","596","96.875","93.7106918239","461.9","1.71737878628e-32","3.83164381008e-28","4.61643832539e-30"
"group_11106","","hypothetical protein","31","40","1","596","96.875","93.7106918239","461.9","1.71737878628e-32","3.83164381008e-28","4.61643832539e-30"
"group_11107","","hypothetical protein","31","40","1","596","96.875","93.7106918239","461.9","1.71737878628e-32","3.83164381008e-28","4.61643832539e-30"
"sfmF","","putative fimbrial-like adhesin protein","31","40","1","596","96.875","93.7106918239","461.9","1.71737878628e-32","3.83164381008e-28","4.61643832539e-30"
"dsdX","","D-serine transporter","1","595","31","41","3.125","6.4465408805","0.00222282461372","3.01100105674e-32","6.7178444577e-28","7.90334642082e-30"
"espC","","Serine protease EspC","31","41","1","595","96.875","93.5534591195","449.87804878","3.01100105674e-32","6.7178444577e-28","7.90334642082e-30"
"group_10934","","hypothetical protein","32","53","0","583","100.0","91.6666666667","inf","5.67144504579e-32","1.26535610417e-27","1.47134430717e-29"
"group_9164","malY_2","bifunctional beta-cystathionase, PLP-dependent and regulator of maltose regulon","31","43","1","593","96.875","93.2389937107","427.511627907","8.97711231995e-32","2.0028835297e-27","2.30216497667e-29"
"group_1379","","hypothetical protein","27","17","5","619","84.375","97.3270440252","196.623529412","1.2117938282e-31","2.70363321009e-27","3.07231046601e-29"
"group_11133","","hypothetical protein","30","36","2","600","93.75","94.3396226415","250.0","2.26874099145e-31","5.06178802603e-27","5.68740227643e-29"
"group_9206","","IS4 family transposase ISEc13","29","29","3","607","90.625","95.4402515723","202.333333333","2.57544875167e-31","5.74608370985e-27","6.38453745539e-29"
"group_5003","","hypothetical protein","31","46","1","590","96.875","92.7672955975","397.608695652","4.30480972186e-31","9.60446097045e-27","1.03273773876e-28"
"group_11086","","hypothetical protein","31","46","1","590","96.875","92.7672955975","397.608695652","4.30480972186e-31","9.60446097045e-27","1.03273773876e-28"
"group_11087","","hypothetical protein","31","46","1","590","96.875","92.7672955975","397.608695652","4.30480972186e-31","9.60446097045e-27","1.03273773876e-28"
"group_7914","","hypothetical protein","29","30","3","606","90.625","95.2830188679","195.266666667","5.04101026366e-31","1.12469979992e-26","1.17156229159e-28"
"group_13540","","hypothetical protein","29","30","3","606","90.625","95.2830188679","195.266666667","5.04101026366e-31","1.12469979992e-26","1.17156229159e-28"
"dinG_2","","3'-5' exonuclease DinG","29","30","3","606","90.625","95.2830188679","195.266666667","5.04101026366e-31","1.12469979992e-26","1.17156229159e-28"
"group_7795","","hypothetical protein","31","47","1","589","96.875","92.6100628931","388.489361702","7.13247023235e-31","1.59132543354e-26","1.6238014628e-28"
"group_1826","yjhR_2","hypothetical protein","31","47","1","589","96.875","92.6100628931","388.489361702","7.13247023235e-31","1.59132543354e-26","1.6238014628e-28"
"group_4999","","hypothetical protein","31","48","1","588","96.875","92.4528301887","379.75","1.17196305139e-30","2.61476676395e-26","2.64117854944e-28"
"group_13502","","hypothetical protein","28","25","4","611","87.5","96.0691823899","171.08","1.21511792851e-30","2.71104961031e-26","2.68420753496e-28"
"mltF_2","","Membrane-bound lytic murein transglycosylase F","28","25","4","611","87.5","96.0691823899","171.08","1.21511792851e-30","2.71104961031e-26","2.68420753496e-28"
"group_13094","","hypothetical protein","32","60","0","576","100.0","90.5660377358","inf","1.28648655702e-30","2.87028015736e-26","2.79033023687e-28"
"group_1965","","hypothetical protein","30","39","2","597","93.75","93.8679245283","229.615384615","1.28817181837e-30","2.87404014397e-26","2.79033023687e-28"
"hlyC","","Hemolysin-activating lysine-acyltransferase HlyC","32","61","0","575","100.0","90.4088050314","inf","1.96136475086e-30","4.37600089565e-26","4.2076931689e-28"
"group_4024","","hypothetical protein","20","0","12","636","62.5","100.0","inf","2.3391185627e-30","5.21880742524e-26","4.97029278594e-28"
"group_13503","","hypothetical protein","28","26","4","610","87.5","95.9119496855","164.230769231","2.50788273211e-30","5.59533716361e-26","5.27861996567e-28"
"hlyD","","Hemolysin secretion protein D, chromosomal","32","62","0","574","100.0","90.251572327","inf","2.97368204163e-30","6.63458200309e-26","6.20054392812e-28"
"group_2257","","hypothetical protein","32","63","0","573","100.0","90.0943396226","inf","4.48412371357e-30","1.00045284174e-25","9.17846643794e-28"
"group_5997","noc","Nucleoid occlusion protein","32","63","0","573","100.0","90.0943396226","inf","4.48412371357e-30","1.00045284174e-25","9.17846643794e-28"
"hlyB","","Alpha-hemolysin translocation ATP-binding protein HlyB","32","64","0","572","100.0","89.9371069182","inf","6.72618557036e-30","1.5006792626e-25","1.36425387509e-27"
"group_5911","","hypothetical protein","31","52","1","584","96.875","91.8238993711","348.153846154","7.90281711369e-30","1.76319752623e-25","1.58846623985e-27"
"group_11125","","hypothetical protein","25","13","7","623","78.125","97.9559748428","171.153846154","9.32068015928e-30","2.07953695034e-25","1.85672941994e-27"
"shlB","","Hemolysin transporter protein ShlB","32","65","0","571","100.0","89.7798742138","inf","1.00375384665e-29","2.23947520727e-25","1.94053327984e-27"
"group_7807","","hypothetical protein","32","65","0","571","100.0","89.7798742138","inf","1.00375384665e-29","2.23947520727e-25","1.94053327984e-27"
"group_13501","","hypothetical protein","28","28","4","608","87.5","95.5974842767","152.0","1.00892770589e-29","2.25101860461e-25","1.94053327984e-27"
"group_11102","","hypothetical protein","28","28","4","608","87.5","95.5974842767","152.0","1.00892770589e-29","2.25101860461e-25","1.94053327984e-27"
"group_6732","","hypothetical protein","30","43","2","593","93.75","93.2389937107","206.860465116","1.12150261989e-29","2.50218449524e-25","2.1386192267e-27"
"group_11134","","hypothetical protein","29","35","3","601","90.625","94.4968553459","165.99047619","1.15600194138e-29","2.57915593141e-25","2.1857253656e-27"
"sasA","","Adaptive-response sensory-kinase SasA","30","44","2","592","93.75","93.0817610063","201.818181818","1.88004273869e-29","4.19456335429e-25","3.49546946191e-27"
"group_3922","intB_1","KpLE2 phage-like element; predicted integrase","30","44","2","592","93.75","93.0817610063","201.818181818","1.88004273869e-29","4.19456335429e-25","3.49546946191e-27"
"group_11135","","hypothetical protein","29","36","3","600","90.625","94.3396226415","161.111111111","2.07722497916e-29","4.634496651e-25","3.83016252149e-27"
"group_3070","ssb_2","ssDNA-binding protein","32","67","0","569","100.0","89.465408805","inf","2.20226590236e-29","4.91347545475e-25","4.02743889734e-27"
"group_6500","","hypothetical protein","32","68","0","568","100.0","89.3081761006","inf","3.238626327e-29","7.22569919817e-25","5.87455219363e-27"
"group_7884","","hypothetical protein","28","30","4","606","87.5","95.2830188679","141.4","3.7857357933e-29","8.44635512843e-25","6.81157671648e-27"
"group_13512","","IS66 family transposase IS682","32","69","0","567","100.0","89.1509433962","inf","4.74059795691e-29","1.05767481017e-24","8.46139848133e-27"
"group_11118","","hypothetical protein","24","11","8","625","75.0","98.2704402516","170.454545455","5.81066845001e-29","1.29641823788e-24","1.0289033634e-26"
"group_13064","","hypothetical protein","32","70","0","566","100.0","88.9937106918","inf","6.9077284515e-29","1.54118329481e-24","1.2135301534e-26"
"group_10939","","hypothetical protein","32","71","0","565","100.0","88.8364779874","inf","1.00210708522e-28","2.23580111783e-24","1.70671841056e-26"
"group_13065","","hypothetical protein","32","71","0","565","100.0","88.8364779874","inf","1.00210708522e-28","2.23580111783e-24","1.70671841056e-26"
"group_10881","","hypothetical protein","32","71","0","565","100.0","88.8364779874","inf","1.00210708522e-28","2.23580111783e-24","1.70671841056e-26"
"group_6358","","hypothetical protein","0","565","32","71","0.0","11.1635220126","0.0","1.00210708522e-28","2.23580111783e-24","1.70671841056e-26"
"hlyA","","Hemolysin, chromosomal","29","39","3","597","90.625","93.8679245283","147.974358974","1.12275126274e-28","2.5049703423e-24","1.88447384184e-26"
"group_7903","finO","Fertility inhibition protein","31","58","1","578","96.875","90.8805031447","308.931034483","1.12336973226e-28","2.50635020965e-24","1.88447384184e-26"
"group_10864","","hypothetical protein","32","72","0","564","100.0","88.679245283","inf","1.44748801198e-28","3.22949050353e-24","2.37462537024e-26"
"group_13194","","hypothetical protein","32","72","0","564","100.0","88.679245283","inf","1.44748801198e-28","3.22949050353e-24","2.37462537024e-26"
"group_13063","","hypothetical protein","32","72","0","564","100.0","88.679245283","inf","1.44748801198e-28","3.22949050353e-24","2.37462537024e-26"
"group_11127","","hypothetical protein","26","21","6","615","81.25","96.6981132075","126.904761905","2.22681396411e-28","4.96824463533e-24","3.6264559382e-26"
"group_9212","","hypothetical protein","32","74","0","562","100.0","88.3647798742","inf","2.98232905838e-28","6.65387436214e-24","4.82164808851e-26"
"group_11104","","hypothetical protein","28","34","4","602","87.5","94.6540880503","123.941176471","4.43947586643e-28","9.9049146056e-24","7.12583784575e-26"
"group_12997","rfbC","dTDP-4-dehydrorhamnose 3,5-epimerase","32","76","0","560","100.0","88.0503144654","inf","6.04627975414e-28","1.34898547595e-23","9.63561054247e-26"
"group_13504","","hypothetical protein","28","35","4","601","87.5","94.4968553459","120.2","7.94023837126e-28","1.77154658301e-23","1.25641601632e-25"
"group_4546","","hypothetical protein","0","559","32","77","0.0","12.106918239","0.0","8.55901939222e-28","1.9096028166e-23","1.3294409752e-25"
"group_4732","","hypothetical protein","30","52","2","584","93.75","91.8238993711","168.461538462","8.67398467907e-28","1.93525272175e-23","1.3294409752e-25"
"stfE_2","","hypothetical protein","31","63","1","573","96.875","90.0943396226","281.952380952","8.69967201735e-28","1.94098382379e-23","1.3294409752e-25"
"group_9334","","hypothetical protein","31","63","1","573","96.875","90.0943396226","281.952380952","8.69967201735e-28","1.94098382379e-23","1.3294409752e-25"
"group_6717","arnC_2","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","31","63","1","573","96.875","90.0943396226","281.952380952","8.69967201735e-28","1.94098382379e-23","1.3294409752e-25"
"group_4106","","hypothetical protein","32","78","0","558","100.0","87.7358490566","inf","1.20704119634e-27","2.69302961315e-23","1.81961460348e-25"
"group_5067","","hypothetical protein","32","78","0","558","100.0","87.7358490566","inf","1.20704119634e-27","2.69302961315e-23","1.81961460348e-25"
"group_6363","","hypothetical protein","30","53","2","583","93.75","91.6666666667","165.0","1.35390544005e-27","3.0206984273e-23","2.02731438074e-25"
"group_13533","","hypothetical protein","32","79","0","557","100.0","87.5786163522","inf","1.69596927587e-27","3.78387705139e-23","2.52258470093e-25"
"group_2874","","hypothetical protein","27","30","5","606","84.375","95.2830188679","109.08","2.2378353854e-27","4.99283452836e-23","3.28475955813e-25"
"group_13479","","hypothetical protein","27","30","5","606","84.375","95.2830188679","109.08","2.2378353854e-27","4.99283452836e-23","3.28475955813e-25"
"group_388","","IS3 family transposase IS629","19","1","13","635","59.375","99.8427672956","928.076923077","2.29107666607e-27","5.11162114966e-23","3.34092885599e-25"
"group_13539","","hypothetical protein","29","45","3","591","90.625","92.9245283019","126.955555556","2.48029120697e-27","5.53377771187e-23","3.59336215056e-25"
"ydeR_1","","putative fimbrial-like adhesin protein","31","66","1","570","96.875","89.6226415094","267.727272727","2.78891485454e-27","6.22234793195e-23","4.01441802062e-25"
"group_5254","mprA_2","MprA-CCCP","29","46","3","590","90.625","92.7672955975","123.985507246","4.02426319026e-27","8.97853360378e-23","5.75547025883e-25"
"group_3601","yfjI","CP4-57 prophage; predicted protein","31","68","1","568","96.875","89.3081761006","258.941176471","5.91891347523e-27","1.32056878546e-22","8.35803028771e-25"
"fimH_1","","minor fimbrial subunit, D-mannose specific adhesin","31","68","1","568","96.875","89.3081761006","258.941176471","5.91891347523e-27","1.32056878546e-22","8.35803028771e-25"
"group_6381","pagN","Outer membrane protein PagN","32","83","0","553","100.0","86.9496855346","inf","6.3804335138e-27","1.42353852126e-22","8.8971157579e-25"
"parA","","Plasmid partition protein A","32","83","0","553","100.0","86.9496855346","inf","6.3804335138e-27","1.42353852126e-22","8.8971157579e-25"
"group_3244","","hypothetical protein","28","39","4","597","87.5","93.8679245283","107.153846154","7.21217588925e-27","1.60910856265e-22","9.99446312206e-25"
"group_6688","","hypothetical protein","30","57","2","579","93.75","91.0377358491","152.368421053","7.52889157442e-27","1.67977099917e-22","1.0368956785e-24"
"group_6693","","hypothetical protein","26","26","6","610","81.25","95.9119496855","101.666666667","8.39574678239e-27","1.87317506462e-22","1.14918715621e-24"
"epsH_2","","Putative glycosyltransferase EpsH","31","69","1","567","96.875","89.1509433962","254.739130435","8.56358512117e-27","1.91062147639e-22","1.16501309536e-24"
"group_9319","dam_1","DNA adenine methyltransferase","28","40","4","596","87.5","93.7106918239","104.3","1.21821064233e-26","2.71794976411e-22","1.60825429829e-24"
"group_13505","","hypothetical protein","28","40","4","596","87.5","93.7106918239","104.3","1.21821064233e-26","2.71794976411e-22","1.60825429829e-24"
"group_11105","","hypothetical protein","28","40","4","596","87.5","93.7106918239","104.3","1.21821064233e-26","2.71794976411e-22","1.60825429829e-24"
"group_18841","","hypothetical protein","28","40","4","596","87.5","93.7106918239","104.3","1.21821064233e-26","2.71794976411e-22","1.60825429829e-24"
"group_7902","","hypothetical protein","28","40","4","596","87.5","93.7106918239","104.3","1.21821064233e-26","2.71794976411e-22","1.60825429829e-24"
"group_2138","","hypothetical protein","29","49","3","587","90.625","92.2955974843","115.802721088","1.63745818719e-26","3.65333296144e-22","2.14901938908e-24"
"group_5004","yciC_2","Putative metal chaperone YciC","31","71","1","565","96.875","88.8364779874","246.690140845","1.76905952723e-26","3.94694871121e-22","2.2947376228e-24"
"group_10894","fimA_1","major type 1 subunit fimbrin (pilin)","31","71","1","565","96.875","88.8364779874","246.690140845","1.76905952723e-26","3.94694871121e-22","2.2947376228e-24"
"lldD_1","","L-lactate dehydrogenase","28","41","4","595","87.5","93.5534591195","101.585365854","2.03699659634e-26","4.54474310609e-22","2.62701913647e-24"
"group_13125","fimC_2","periplasmic chaperone, required for type 1 fimbriae","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_13126","fimD_1","outer membrane protein; export and assembly of type 1 fimbriae","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_10895","fimI_2","fimbrial protein","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_9208","","IS4 family transposase ISEc13","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"bshA","","N-acetyl-alpha-D-glucosaminyl L-malate synthase","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_10925","","hypothetical protein","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_10924","","hypothetical protein","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"fimF_2","","fimbrial morphology","31","72","1","564","96.875","88.679245283","242.833333333","2.52642330706e-26","5.63670304039e-22","3.1142005748e-24"
"group_13124","papB","Major pilu subunit operon regulatory protein PapB","30","61","2","575","93.75","90.4088050314","141.393442623","3.80482195428e-26","8.48893826219e-22","4.66425179241e-24"
"group_13027","","hypothetical protein","32","89","0","547","100.0","86.0062893082","inf","4.21988901667e-26","9.41499438509e-22","5.14480567491e-24"
"group_4004","","hypothetical protein","27","35","5","601","84.375","94.4968553459","92.7257142857","4.28731891452e-26","9.5654372302e-22","5.17050661092e-24"
"group_9320","","hypothetical protein","27","35","5","601","84.375","94.4968553459","92.7257142857","4.28731891452e-26","9.5654372302e-22","5.17050661092e-24"
